geolocation_name,quarter_label,year,deflated_gdp_usd,us_cpi,landlocked,access_to_airport,access_to_port,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
102,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2020-Q2.tif,viirs_08000_ibaraki_2020-Q2.tif,1772.440373284735
40,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2023-Q2.tif,viirs_13000_tokyo_2023-Q2.tif,2470.023206220536
55,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2022-Q3.tif,viirs_30000_wakayama_2022-Q3.tif,1522.3602695121456
27,4,2023,3993446887350.673,140.8613862067226,0,0,1,1,320.0,2,1,2,1,3,sentinel_2_18000_fukui_2023-Q4.tif,viirs_18000_fukui_2023-Q4.tif,1988.1263561939631
35,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2019-Q1.tif,viirs_32000_shimane_2019-Q1.tif,1714.530334583498
106,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,830.0,3,1,1,0,6,sentinel_2_01000_hokkaido_2024-Q4.tif,viirs_01000_hokkaido_2024-Q4.tif,1824.2054955540443
16,3,2024,3928801383782.808,144.403145070865,0,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2024-Q3.tif,viirs_16000_toyama_2024-Q3.tif,1738.7607848871546
27,3,2020,4069008481605.98,119.1285399053605,0,0,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2020-Q3.tif,viirs_18000_fukui_2020-Q3.tif,1916.944887049584
14,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2022-Q4.tif,viirs_03000_iwate_2022-Q4.tif,1508.4314259961816
45,3,2020,4069008481605.98,119.1285399053605,1,0,0,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2020-Q3.tif,viirs_19000_yamanashi_2020-Q3.tif,1958.6951650769645
102,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2024-Q1.tif,viirs_08000_ibaraki_2024-Q1.tif,1495.628032073507
72,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2022-Q4.tif,viirs_37000_kagawa_2022-Q4.tif,1460.3392689256682
31,1,2023,3993446887350.673,137.8618440412342,1,0,0,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2023-Q1.tif,viirs_11000_saitama_2023-Q1.tif,1665.8299022507072
53,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,250.0,2,1,1,1,3,sentinel_2_15000_niigata_2022-Q3.tif,viirs_15000_niigata_2022-Q3.tif,1646.3553628768714
8,4,2022,3880440088794.578,136.4362131047677,1,0,0,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2022-Q4.tif,viirs_21000_gifu_2022-Q4.tif,1643.5608159107423
69,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2020-Q2.tif,viirs_41000_saga_2020-Q2.tif,2502.111013275806
38,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2020-Q1.tif,viirs_33000_okayama_2020-Q1.tif,1827.1652747463256
40,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2019-Q2.tif,viirs_13000_tokyo_2019-Q2.tif,2571.943172245162
15,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2023-Q2.tif,viirs_42000_nagasaki_2023-Q2.tif,1611.1427120371634
56,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2020-Q3.tif,viirs_12000_chiba_2020-Q3.tif,1966.3306398809093
44,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,430.0,3,1,3,1,3,sentinel_2_28000_hyogo_2020-Q3.tif,viirs_28000_hyogo_2020-Q3.tif,2144.665480726416
81,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,260.0,3,1,3,1,3,sentinel_2_23000_aichi_2022-Q4.tif,viirs_23000_aichi_2022-Q4.tif,1585.5241380643276
37,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,575.0,2,0,1,0,5,sentinel_2_02000_aomori_2019-Q2.tif,viirs_02000_aomori_2019-Q2.tif,1815.483737774364
110,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2020-Q3.tif,viirs_04000_miyagi_2020-Q3.tif,2083.390320849991
21,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,500.0,3,1,3,1,3,sentinel_2_36000_tokushima_2022-Q4.tif,viirs_36000_tokushima_2022-Q4.tif,1479.7275257459728
37,1,2021,4247588558872.2593,120.6838014481023,0,1,1,1,575.0,2,1,1,1,5,sentinel_2_02000_aomori_2021-Q1.tif,viirs_02000_aomori_2021-Q1.tif,2321.6454081452757
66,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,800.0,2,1,2,1,3,sentinel_2_35000_yamaguchi_2019-Q3.tif,viirs_35000_yamaguchi_2019-Q3.tif,1854.7327095529008
111,4,2023,3993446887350.673,140.8613862067226,1,1,0,1,250.0,3,1,2,1,3,sentinel_2_07000_fukushima_2023-Q4.tif,viirs_07000_fukushima_2023-Q4.tif,1854.9377642780148
73,4,2021,4247588558872.2593,127.389433729792,1,0,0,1,100.0,2,1,1,1,3,sentinel_2_09000_tochigi_2021-Q4.tif,viirs_09000_tochigi_2021-Q4.tif,1486.5915915003957
22,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,500.0,2,0,1,1,3,sentinel_2_31000_tottori_2024-Q2.tif,viirs_31000_tottori_2024-Q2.tif,1191.6982315667478
40,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2021-Q3.tif,viirs_13000_tokyo_2021-Q3.tif,2845.262217463398
15,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2021-Q3.tif,viirs_42000_nagasaki_2021-Q3.tif,1654.7133046582112
26,3,2019,4070264756531.522,117.6899153350103,1,0,0,1,100.0,3,1,2,1,3,sentinel_2_10000_gunma_2019-Q3.tif,viirs_10000_gunma_2019-Q3.tif,1630.811795131895
22,1,2023,3993446887350.673,137.8618440412342,0,1,1,1,500.0,2,1,1,1,3,sentinel_2_31000_tottori_2023-Q1.tif,viirs_31000_tottori_2023-Q1.tif,1581.2601808133188
14,4,2021,4247588558872.2593,127.389433729792,0,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2021-Q4.tif,viirs_03000_iwate_2021-Q4.tif,1659.3515144750197
115,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,400.0,3,1,3,1,3,sentinel_2_27000_osaka_2020-Q3.tif,viirs_27000_osaka_2020-Q3.tif,2145.2770989598857
110,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2019-Q2.tif,viirs_04000_miyagi_2019-Q2.tif,1990.6842594880525
111,3,2023,3993446887350.673,140.714328844415,1,1,0,1,250.0,3,1,2,1,3,sentinel_2_07000_fukushima_2023-Q3.tif,viirs_07000_fukushima_2023-Q3.tif,1528.7281646102092
68,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,1550.0,2,1,3,1,3,sentinel_2_47000_okinawa_2023-Q2.tif,viirs_47000_okinawa_2023-Q2.tif,1909.310824852422
72,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2020-Q2.tif,viirs_37000_kagawa_2020-Q2.tif,2386.262551845121
37,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,575.0,2,1,1,0,5,sentinel_2_02000_aomori_2024-Q2.tif,viirs_02000_aomori_2024-Q2.tif,1665.029608460704
15,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,1200.0,2,1,2,1,3,sentinel_2_42000_nagasaki_2022-Q3.tif,viirs_42000_nagasaki_2022-Q3.tif,2101.6021691998217
72,3,2024,3928801383782.808,144.403145070865,0,1,1,1,540.0,2,0,2,0,3,sentinel_2_37000_kagawa_2024-Q3.tif,viirs_37000_kagawa_2024-Q3.tif,2292.6982082614554
69,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2019-Q4.tif,viirs_41000_saga_2019-Q4.tif,1614.2783451824598
110,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,300.0,3,1,2,1,3,sentinel_2_04000_miyagi_2020-Q1.tif,viirs_04000_miyagi_2020-Q1.tif,1866.9029308947315
77,4,2024,3928801383782.808,144.7279859179582,1,1,0,1,180.0,2,1,1,0,5,sentinel_2_20000_nagano_2024-Q4.tif,viirs_20000_nagano_2024-Q4.tif,1970.054698198615
57,3,2021,4247588558872.2593,125.4848727349994,1,1,0,1,370.0,2,0,2,0,3,sentinel_2_26000_kyoto_2021-Q3.tif,viirs_26000_kyoto_2021-Q3.tif,2196.859537229536
37,3,2020,4069008481605.98,119.1285399053605,0,1,1,1,575.0,2,1,1,0,5,sentinel_2_02000_aomori_2020-Q3.tif,viirs_02000_aomori_2020-Q3.tif,1799.443479474542
68,2,2022,3880440088794.578,134.1731806810651,0,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2022-Q2.tif,viirs_47000_okinawa_2022-Q2.tif,2032.5665933107173
17,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2023-Q4.tif,viirs_39000_kochi_2023-Q4.tif,1808.361501689863
66,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,800.0,2,0,2,1,3,sentinel_2_35000_yamaguchi_2024-Q1.tif,viirs_35000_yamaguchi_2024-Q1.tif,2042.1540027928431
37,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,575.0,2,1,1,0,5,sentinel_2_02000_aomori_2024-Q1.tif,viirs_02000_aomori_2024-Q1.tif,1602.3818345965226
102,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2019-Q1.tif,viirs_08000_ibaraki_2019-Q1.tif,1740.043581626737
40,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2022-Q4.tif,viirs_13000_tokyo_2022-Q4.tif,2247.0841197024274
17,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2020-Q1.tif,viirs_39000_kochi_2020-Q1.tif,2077.086277191155
1,1,2024,3928801383782.808,142.3299725681459,1,0,0,1,370.0,2,1,1,0,3,sentinel_2_29000_nara_2024-Q1.tif,viirs_29000_nara_2024-Q1.tif,1960.603096000758
98,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,670.0,2,1,3,1,3,sentinel_2_38000_ehime_2020-Q1.tif,viirs_38000_ehime_2020-Q1.tif,1750.7137503686083
57,4,2020,4069008481605.98,119.4024762808857,1,0,0,1,370.0,2,1,2,1,3,sentinel_2_26000_kyoto_2020-Q4.tif,viirs_26000_kyoto_2020-Q4.tif,2464.6267549716185
38,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,540.0,2,1,2,1,3,sentinel_2_33000_okayama_2021-Q2.tif,viirs_33000_okayama_2021-Q2.tif,1742.7710461529143
61,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,680.0,2,1,3,1,3,sentinel_2_34000_hiroshima_2019-Q1.tif,viirs_34000_hiroshima_2019-Q1.tif,1897.2235680813285
53,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,250.0,2,1,1,1,3,sentinel_2_15000_niigata_2023-Q2.tif,viirs_15000_niigata_2023-Q2.tif,1614.742848293136
16,4,2020,4069008481605.98,119.4024762808857,0,1,1,1,260.0,2,1,2,0,3,sentinel_2_16000_toyama_2020-Q4.tif,viirs_16000_toyama_2020-Q4.tif,2285.3223291860795
12,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2024-Q1.tif,viirs_46000_kagoshima_2024-Q1.tif,1843.1056860419264
102,2,2023,3993446887350.673,139.5056151606663,0,1,1,1,100.0,3,1,3,1,3,sentinel_2_08000_ibaraki_2023-Q2.tif,viirs_08000_ibaraki_2023-Q2.tif,1763.7108053345823
98,1,2022,3880440088794.578,130.2983261906564,0,1,1,1,670.0,2,1,3,1,3,sentinel_2_38000_ehime_2022-Q1.tif,viirs_38000_ehime_2022-Q1.tif,1613.5413061513357
40,1,2022,3880440088794.578,130.2983261906564,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2022-Q1.tif,viirs_13000_tokyo_2022-Q1.tif,2624.085677180834
16,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2024-Q4.tif,viirs_16000_toyama_2024-Q4.tif,1645.459006645542
58,4,2022,3880440088794.578,136.4362131047677,0,0,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2022-Q4.tif,viirs_24000_mie_2022-Q4.tif,1589.2617831957182
70,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2019-Q2.tif,viirs_40000_fukuoka_2019-Q2.tif,1697.63616933023
102,4,2020,4069008481605.98,119.4024762808857,0,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2020-Q4.tif,viirs_08000_ibaraki_2020-Q4.tif,1759.8190721600183
7,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,150.0,3,1,3,1,3,sentinel_2_22000_shizuoka_2024-Q4.tif,viirs_22000_shizuoka_2024-Q4.tif,1711.8012027036464
12,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,970.0,3,1,3,1,3,sentinel_2_46000_kagoshima_2024-Q4.tif,viirs_46000_kagoshima_2024-Q4.tif,1625.198629312012
54,4,2019,4070264756531.522,117.9406160358257,1,1,0,1,300.0,2,1,2,1,5,sentinel_2_06000_yamagata_2019-Q4.tif,viirs_06000_yamagata_2019-Q4.tif,1853.6133787937083
35,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2019-Q3.tif,viirs_32000_shimane_2019-Q3.tif,1893.121617830388
60,1,2022,3880440088794.578,130.2983261906564,1,0,0,1,340.0,2,0,2,1,3,sentinel_2_25000_shiga_2022-Q1.tif,viirs_25000_shiga_2022-Q1.tif,1796.1085037558537
37,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,575.0,2,1,1,1,5,sentinel_2_02000_aomori_2022-Q4.tif,viirs_02000_aomori_2022-Q4.tif,1450.6814456382642
15,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2019-Q1.tif,viirs_42000_nagasaki_2019-Q1.tif,1915.3299772406149
88,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,30.0,3,1,3,1,3,sentinel_2_14000_kanagawa_2023-Q4.tif,viirs_14000_kanagawa_2023-Q4.tif,1730.0596129209669
45,1,2019,4070264756531.522,115.9781187205398,1,0,0,1,110.0,2,0,2,1,3,sentinel_2_19000_yamanashi_2019-Q1.tif,viirs_19000_yamanashi_2019-Q1.tif,1777.848720517475
73,3,2019,4070264756531.522,117.6899153350103,1,0,0,1,100.0,2,1,1,1,3,sentinel_2_09000_tochigi_2019-Q3.tif,viirs_09000_tochigi_2019-Q3.tif,1840.0767483417185
81,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2024-Q1.tif,viirs_23000_aichi_2024-Q1.tif,1699.5843497295753
1,3,2019,4070264756531.522,117.6899153350103,1,0,0,1,370.0,2,1,2,1,3,sentinel_2_29000_nara_2019-Q3.tif,viirs_29000_nara_2019-Q3.tif,1951.1933107860505
88,3,2021,4247588558872.2593,125.4848727349994,0,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2021-Q3.tif,viirs_14000_kanagawa_2021-Q3.tif,1826.659569388994
56,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2019-Q3.tif,viirs_12000_chiba_2019-Q3.tif,1824.1074254760176
81,4,2020,4069008481605.98,119.4024762808857,0,1,1,1,260.0,3,1,3,1,3,sentinel_2_23000_aichi_2020-Q4.tif,viirs_23000_aichi_2020-Q4.tif,2116.7492603262585
14,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,450.0,3,1,1,0,5,sentinel_2_03000_iwate_2023-Q4.tif,viirs_03000_iwate_2023-Q4.tif,1663.0400265490182
58,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2021-Q2.tif,viirs_24000_mie_2021-Q2.tif,1897.2963736134
17,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2024-Q1.tif,viirs_39000_kochi_2024-Q1.tif,1695.9626521328294
55,1,2021,4247588558872.2593,120.6838014481023,0,0,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2021-Q1.tif,viirs_30000_wakayama_2021-Q1.tif,1706.994656956885
8,4,2019,4070264756531.522,117.9406160358257,1,0,0,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q4.tif,viirs_21000_gifu_2019-Q4.tif,1956.2359169606832
45,3,2023,3993446887350.673,140.714328844415,1,0,0,1,110.0,2,0,1,1,3,sentinel_2_19000_yamanashi_2023-Q3.tif,viirs_19000_yamanashi_2023-Q3.tif,1924.601501794888
70,1,2023,3993446887350.673,137.8618440412342,0,1,1,1,880.0,2,1,3,1,3,sentinel_2_40000_fukuoka_2023-Q1.tif,viirs_40000_fukuoka_2023-Q1.tif,1612.498769742195
8,3,2019,4070264756531.522,117.6899153350103,1,0,0,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q3.tif,viirs_21000_gifu_2019-Q3.tif,2341.81133718417
61,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,680.0,2,1,2,1,3,sentinel_2_34000_hiroshima_2024-Q1.tif,viirs_34000_hiroshima_2024-Q1.tif,1607.7791498457066
68,4,2019,4070264756531.522,117.9406160358257,0,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2019-Q4.tif,viirs_47000_okinawa_2019-Q4.tif,2144.440305190225
1,4,2020,4069008481605.98,119.4024762808857,1,0,0,1,370.0,2,1,1,1,3,sentinel_2_29000_nara_2020-Q4.tif,viirs_29000_nara_2020-Q4.tif,2073.215221878895
70,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2022-Q3.tif,viirs_40000_fukuoka_2022-Q3.tif,1463.7320630253628
31,2,2024,3928801383782.808,143.9682405014625,1,0,0,1,22.5,2,1,2,1,3,sentinel_2_11000_saitama_2024-Q2.tif,viirs_11000_saitama_2024-Q2.tif,1564.067462405411
8,1,2019,4070264756531.522,115.9781187205398,1,0,0,1,270.0,2,1,1,1,3,sentinel_2_21000_gifu_2019-Q1.tif,viirs_21000_gifu_2019-Q1.tif,1695.9327695887257
31,1,2019,4070264756531.522,115.9781187205398,1,0,0,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2019-Q1.tif,viirs_11000_saitama_2019-Q1.tif,1653.8919218530432
11,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,870.0,2,1,3,1,3,sentinel_2_45000_miyazaki_2020-Q2.tif,viirs_45000_miyazaki_2020-Q2.tif,1658.7754122934427
22,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,500.0,2,1,2,1,3,sentinel_2_31000_tottori_2019-Q1.tif,viirs_31000_tottori_2019-Q1.tif,2026.815658893143
68,4,2020,4069008481605.98,119.4024762808857,0,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2020-Q4.tif,viirs_47000_okinawa_2020-Q4.tif,2800.657407616001
16,2,2020,4069008481605.98,117.7956988014519,0,1,1,1,260.0,2,1,2,0,3,sentinel_2_16000_toyama_2020-Q2.tif,viirs_16000_toyama_2020-Q2.tif,1957.9205176335709
59,4,2022,3880440088794.578,136.4362131047677,0,1,1,1,770.0,2,1,2,1,3,sentinel_2_44000_oita_2022-Q4.tif,viirs_44000_oita_2022-Q4.tif,1681.7215827166476
57,2,2022,3880440088794.578,134.1731806810651,1,0,0,1,370.0,2,1,2,1,3,sentinel_2_26000_kyoto_2022-Q2.tif,viirs_26000_kyoto_2022-Q2.tif,1967.5969170349997
35,2,2024,3928801383782.808,143.9682405014625,0,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2024-Q2.tif,viirs_32000_shimane_2024-Q2.tif,3628.201593983225
81,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2019-Q2.tif,viirs_23000_aichi_2019-Q2.tif,1918.959421680823
14,4,2024,3928801383782.808,144.7279859179582,0,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2024-Q4.tif,viirs_03000_iwate_2024-Q4.tif,1672.6332283714523
98,4,2023,3993446887350.673,140.8613862067226,0,1,1,1,670.0,2,1,2,1,3,sentinel_2_38000_ehime_2023-Q4.tif,viirs_38000_ehime_2023-Q4.tif,1362.8165685206627
31,4,2023,3993446887350.673,140.8613862067226,1,0,0,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2023-Q4.tif,viirs_11000_saitama_2023-Q4.tif,1618.8858724260415
14,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2019-Q4.tif,viirs_03000_iwate_2019-Q4.tif,1762.368237249475
73,3,2020,4069008481605.98,119.1285399053605,1,0,0,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2020-Q3.tif,viirs_09000_tochigi_2020-Q3.tif,2183.945300562928
88,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2024-Q1.tif,viirs_14000_kanagawa_2024-Q1.tif,1929.1056715650789
57,3,2023,3993446887350.673,140.714328844415,1,0,0,1,370.0,2,0,2,1,3,sentinel_2_26000_kyoto_2023-Q3.tif,viirs_26000_kyoto_2023-Q3.tif,1904.4366125659667
7,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2019-Q4.tif,viirs_22000_shizuoka_2019-Q4.tif,2010.7028742381056
15,2,2021,4247588558872.2593,123.5075473904579,0,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2021-Q2.tif,viirs_42000_nagasaki_2021-Q2.tif,1977.580129862948
70,1,2019,4070264756531.522,115.9781187205398,0,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2019-Q1.tif,viirs_40000_fukuoka_2019-Q1.tif,1811.457015933995
69,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2020-Q1.tif,viirs_41000_saga_2020-Q1.tif,2223.629255345578
27,3,2023,3993446887350.673,140.714328844415,0,0,1,1,320.0,2,1,2,1,3,sentinel_2_18000_fukui_2023-Q3.tif,viirs_18000_fukui_2023-Q3.tif,1918.872076159183
60,3,2022,3880440088794.578,135.9371046973515,1,0,0,1,340.0,2,0,2,1,3,sentinel_2_25000_shiga_2022-Q3.tif,viirs_25000_shiga_2022-Q3.tif,1523.00289289647
115,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,400.0,3,1,2,1,3,sentinel_2_27000_osaka_2022-Q2.tif,viirs_27000_osaka_2022-Q2.tif,1731.474980916165
59,1,2024,3928801383782.808,142.3299725681459,0,1,1,1,770.0,2,0,2,0,3,sentinel_2_44000_oita_2024-Q1.tif,viirs_44000_oita_2024-Q1.tif,1687.9191556967771
10,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,900.0,3,1,2,1,3,sentinel_2_43000_kumamoto_2022-Q3.tif,viirs_43000_kumamoto_2022-Q3.tif,1402.0476722110948
6,3,2022,3880440088794.578,135.9371046973515,0,1,1,1,270.0,2,1,1,1,3,sentinel_2_17000_ishikawa_2022-Q3.tif,viirs_17000_ishikawa_2022-Q3.tif,1441.1101422733416
11,3,2024,3928801383782.808,144.403145070865,0,1,1,1,870.0,2,1,3,1,3,sentinel_2_45000_miyazaki_2024-Q3.tif,viirs_45000_miyazaki_2024-Q3.tif,1811.997245302655
77,3,2020,4069008481605.98,119.1285399053605,1,1,0,1,180.0,2,1,1,0,5,sentinel_2_20000_nagano_2020-Q3.tif,viirs_20000_nagano_2020-Q3.tif,2419.900569479545
45,1,2020,4069008481605.98,118.4352913210933,1,0,0,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2020-Q1.tif,viirs_19000_yamanashi_2020-Q1.tif,2257.7087441187537
73,1,2019,4070264756531.522,115.9781187205398,1,0,0,1,100.0,2,1,1,1,3,sentinel_2_09000_tochigi_2019-Q1.tif,viirs_09000_tochigi_2019-Q1.tif,1523.7848109381555
40,1,2020,4069008481605.98,118.4352913210933,0,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2020-Q1.tif,viirs_13000_tokyo_2020-Q1.tif,2847.167816325447
44,3,2024,3928801383782.808,144.403145070865,0,1,1,1,430.0,3,1,2,1,3,sentinel_2_28000_hyogo_2024-Q3.tif,viirs_28000_hyogo_2024-Q3.tif,1754.390633208756
69,2,2022,3880440088794.578,134.1731806810651,0,1,1,1,900.0,2,1,2,1,3,sentinel_2_41000_saga_2022-Q2.tif,viirs_41000_saga_2022-Q2.tif,2050.463184496027
54,2,2024,3928801383782.808,143.9682405014625,1,1,0,1,300.0,2,1,1,1,5,sentinel_2_06000_yamagata_2024-Q2.tif,viirs_06000_yamagata_2024-Q2.tif,1549.6839594369046
106,3,2019,4070264756531.522,117.6899153350103,0,1,1,1,830.0,3,1,1,0,6,sentinel_2_01000_hokkaido_2019-Q3.tif,viirs_01000_hokkaido_2019-Q3.tif,1926.6113232182192
38,1,2022,3880440088794.578,130.2983261906564,0,1,1,1,540.0,2,1,1,0,3,sentinel_2_33000_okayama_2022-Q1.tif,viirs_33000_okayama_2022-Q1.tif,1684.0026779636664
53,4,2019,4070264756531.522,117.9406160358257,0,1,1,1,250.0,2,1,2,1,3,sentinel_2_15000_niigata_2019-Q4.tif,viirs_15000_niigata_2019-Q4.tif,1699.3587289822233
27,1,2019,4070264756531.522,115.9781187205398,0,0,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2019-Q1.tif,viirs_18000_fukui_2019-Q1.tif,1887.518395833231
56,2,2019,4070264756531.522,117.3681318135368,0,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2019-Q2.tif,viirs_12000_chiba_2019-Q2.tif,1820.2516902254688
