data_id,geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,developed_country,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
HG5ZM,Eastern Samar,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,High,Yes,Very High,Very Low,Af,sentinel_2_eastern_samar_2019-Q3.tif,viirs_eastern_samar_2019-Q3.tif,264.8602510337451
9GB9X,Marinduque,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,High,Very Low,Am,sentinel_2_marinduque_2020-Q1.tif,viirs_marinduque_2020-Q1.tif,185.87849022391583
BEBY4,Zamboanga del Sur,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,790.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_zamboanga_del_sur_2019-Q3.tif,viirs_zamboanga_del_sur_2019-Q3.tif,254.54581412033025
CBL4C,Davao del Sur,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,970.0,High,Yes,Moderate,Very Low,Af,sentinel_2_davao_del_sur_2020-Q2.tif,viirs_davao_del_sur_2020-Q2.tif,226.0752252461457
KVQYW,Camarines Sur,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,High,Very Low,Am,sentinel_2_camarines_sur_2019-Q2.tif,viirs_camarines_sur_2019-Q2.tif,272.77556852112457
Z83Y0,Camiguin,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,No,Moderate,Very Low,Af,sentinel_2_camiguin_2021-Q3.tif,viirs_camiguin_2021-Q3.tif,120.37395934867732
LPYO2,Nueva Vizcaya,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,Yes,Lower-middle income,No,No,Yes,No,195.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_nueva_vizcaya_2021-Q4.tif,viirs_nueva_vizcaya_2021-Q4.tif,253.75186132557005
NNV9I,Eastern Samar,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,High,Yes,Very High,Very Low,Af,sentinel_2_eastern_samar_2021-Q1.tif,viirs_eastern_samar_2021-Q1.tif,299.87918306932704
CCU3F,Occidental Mindoro,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,150.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_occidental_mindoro_2021-Q3.tif,viirs_occidental_mindoro_2021-Q3.tif,266.3542616788637
HF0RI,Sultan Kudarat,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,950.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_sultan_kudarat_2020-Q4.tif,viirs_sultan_kudarat_2020-Q4.tif,334.6919900482391
OV6SG,La Union,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,260.0,Moderate,Yes,High,Very Low,Am,sentinel_2_la_union_2021-Q2.tif,viirs_la_union_2021-Q2.tif,228.80668001597988
Y5SIC,Mountain Province,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,Yes,Lower-middle income,No,No,Yes,No,280.0,High,No,Low,Very Low,Cwb,sentinel_2_mountain_province_2019-Q4.tif,viirs_mountain_province_2019-Q4.tif,120.23260721230449
C4SX2,Guimaras,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,470.0,Moderate,No,High,Very Low,Am,sentinel_2_guimaras_2021-Q2.tif,viirs_guimaras_2021-Q2.tif,184.76898462367663
5P03W,Romblon,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,270.0,Moderate,Yes,High,Very Low,Am,sentinel_2_romblon_2021-Q1.tif,viirs_romblon_2021-Q1.tif,175.66871351019097
NWMBX,Cavite,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,No,Yes,Yes,No,33.0,Moderate,Yes,High,Very Low,Am,sentinel_2_cavite_2020-Q2.tif,viirs_cavite_2020-Q2.tif,204.22540169245087
AYN2D,Eastern Samar,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,High,Yes,Very High,Very Low,Af,sentinel_2_eastern_samar_2020-Q1.tif,viirs_eastern_samar_2020-Q1.tif,282.66217000764567
F33GU,Surigao del Sur,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,850.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_sur_2021-Q3.tif,viirs_surigao_del_sur_2021-Q3.tif,220.12480488862323
V9KYP,Bukidnon,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,Yes,Lower-middle income,No,No,Yes,No,820.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_bukidnon_2020-Q3.tif,viirs_bukidnon_2020-Q3.tif,161.95800243534225
3D6M1,Pangasinan,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,High,Very Low,Am,sentinel_2_pangasinan_2020-Q3.tif,viirs_pangasinan_2020-Q3.tif,275.1601643206956
YO2TL,Ifugao,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,Yes,Lower-middle income,No,No,Yes,No,240.0,Moderate,No,Moderate,Very Low,Cwb,sentinel_2_ifugao_2021-Q2.tif,viirs_ifugao_2021-Q2.tif,148.8305317086454
JZC58,Tarlac,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,Yes,Lower-middle income,No,No,Yes,No,110.0,Moderate,Yes,High,Very Low,Am,sentinel_2_tarlac_2020-Q3.tif,viirs_tarlac_2020-Q3.tif,200.50381194223888
X3F2X,Oriental Mindoro,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,130.0,Moderate,Yes,High,Very Low,Am,sentinel_2_oriental_mindoro_2020-Q4.tif,viirs_oriental_mindoro_2020-Q4.tif,200.6418820763368
RE6ZV,Abra,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,Yes,Lower-middle income,No,No,Yes,No,330.0,High,Yes,Moderate,Very Low,Am,sentinel_2_abra_2019-Q4.tif,viirs_abra_2019-Q4.tif,182.868097319878
0FE07,Biliran,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,No,Yes,Yes,No,570.0,Moderate,Yes,High,Very Low,Af,sentinel_2_biliran_2019-Q1.tif,viirs_biliran_2019-Q1.tif,241.21567910205195
KK2AB,Southern Leyte,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,No,Yes,Yes,No,640.0,Moderate,Yes,High,Very Low,Af,sentinel_2_southern_leyte_2019-Q1.tif,viirs_southern_leyte_2019-Q1.tif,176.8890147858033
QBB3X,Sultan Kudarat,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,950.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_sultan_kudarat_2020-Q1.tif,viirs_sultan_kudarat_2020-Q1.tif,218.58638064687904
FZMYO,Pangasinan,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,High,Very Low,Am,sentinel_2_pangasinan_2021-Q1.tif,viirs_pangasinan_2021-Q1.tif,200.71884430891987
APO4L,Cotabato,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,Yes,Yes,Yes,No,870.0,High,Yes,Moderate,Low,Af,sentinel_2_cotabato_2021-Q2.tif,viirs_cotabato_2021-Q2.tif,184.99081119952257
O6OUZ,Antique,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,410.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_antique_2020-Q2.tif,viirs_antique_2020-Q2.tif,139.32154285104917
8LYMJ,Davao Oriental,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,No,Yes,Yes,No,950.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_oriental_2019-Q3.tif,viirs_davao_oriental_2019-Q3.tif,229.8741085950496
A2VCY,Pangasinan,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,High,Very Low,Am,sentinel_2_pangasinan_2021-Q2.tif,viirs_pangasinan_2021-Q2.tif,442.40500033797065
P7SAV,Negros Oriental,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,630.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_negros_oriental_2020-Q4.tif,viirs_negros_oriental_2020-Q4.tif,178.89316703580903
CJTR0,Zamboanga Sibugay,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,No,Yes,Yes,No,820.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_zamboanga_sibugay_2019-Q2.tif,viirs_zamboanga_sibugay_2019-Q2.tif,103.4138757724612
MRSXK,Negros Occidental,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,Yes,Yes,Yes,No,480.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_negros_occidental_2020-Q3.tif,viirs_negros_occidental_2020-Q3.tif,210.91305750823736
J85GG,Camarines Sur,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,High,Very Low,Am,sentinel_2_camarines_sur_2019-Q3.tif,viirs_camarines_sur_2019-Q3.tif,245.3830138056275
FEZEZ,Cebu,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_cebu_2019-Q4.tif,viirs_cebu_2019-Q4.tif,219.3687800490337
8MWOB,Surigao del Sur,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,850.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_sur_2019-Q3.tif,viirs_surigao_del_sur_2019-Q3.tif,158.34287485679772
NE6IT,Mountain Province,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,Yes,Lower-middle income,No,No,Yes,No,280.0,High,No,Moderate,Very Low,Cwb,sentinel_2_mountain_province_2020-Q3.tif,viirs_mountain_province_2020-Q3.tif,464.04372103445496
SKHZT,Northern Samar,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,Yes,Yes,Yes,No,470.0,Moderate,Yes,High,Very Low,Af,sentinel_2_northern_samar_2019-Q2.tif,viirs_northern_samar_2019-Q2.tif,194.20521071651416
0DW1M,Laguna,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,No,No,Yes,Yes,57.5,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_laguna_2019-Q1.tif,viirs_laguna_2019-Q1.tif,209.297548142908
OFKJW,Bukidnon,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,Yes,Lower-middle income,No,No,Yes,No,820.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_bukidnon_2020-Q4.tif,viirs_bukidnon_2020-Q4.tif,157.04562558000995
C37RL,Apayao,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,Yes,Lower-middle income,No,No,Yes,No,400.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_apayao_2021-Q4.tif,viirs_apayao_2021-Q4.tif,225.74127705258903
GUWJP,Dinagat Islands,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,No,Yes,Yes,No,770.0,Moderate,Yes,High,Very Low,Af,sentinel_2_dinagat_islands_2019-Q1.tif,viirs_dinagat_islands_2019-Q1.tif,141.5878466177425
PPBQU,Surigao del Norte,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,750.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_norte_2020-Q2.tif,viirs_surigao_del_norte_2020-Q2.tif,189.9120154148534
UEUGW,Cotabato,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,Yes,Lower-middle income,Yes,No,Yes,No,870.0,High,Yes,Moderate,Very Low,Af,sentinel_2_cotabato_2020-Q1.tif,viirs_cotabato_2020-Q1.tif,203.22380616588043
G6W3S,Apayao,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,Yes,Lower-middle income,No,No,Yes,No,400.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_apayao_2021-Q2.tif,viirs_apayao_2021-Q2.tif,186.92066919220065
934T3,Surigao del Norte,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,750.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_norte_2019-Q1.tif,viirs_surigao_del_norte_2019-Q1.tif,180.79839067734216
G1ZAQ,Davao Oriental,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,950.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_oriental_2021-Q2.tif,viirs_davao_oriental_2021-Q2.tif,184.0822295822958
UDC62,Masbate,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,370.0,High,Yes,High,Very Low,Am,sentinel_2_masbate_2019-Q1.tif,viirs_masbate_2019-Q1.tif,194.6624149606345
TRKY8,Surigao del Norte,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,750.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_norte_2019-Q4.tif,viirs_surigao_del_norte_2019-Q4.tif,137.5495840497659
UGHT7,Iloilo,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,460.0,Moderate,Yes,High,Very Low,Am,sentinel_2_iloilo_2021-Q1.tif,viirs_iloilo_2021-Q1.tif,210.34801184312465
Z43XZ,Iloilo,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,460.0,Moderate,Yes,High,Very Low,Am,sentinel_2_iloilo_2019-Q3.tif,viirs_iloilo_2019-Q3.tif,213.5514089674361
UNUE7,Ifugao,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,Yes,Lower-middle income,No,No,Yes,No,240.0,Moderate,No,Moderate,Very Low,Cwb,sentinel_2_ifugao_2020-Q4.tif,viirs_ifugao_2020-Q4.tif,199.28838946751063
1PUWS,Benguet,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,Yes,Lower-middle income,No,No,Yes,No,210.0,High,No,High,Very Low,Cwb,sentinel_2_benguet_2019-Q3.tif,viirs_benguet_2019-Q3.tif,230.4019816365765
37SZP,Oriental Mindoro,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,No,Yes,Yes,No,130.0,Moderate,Yes,High,Very Low,Am,sentinel_2_oriental_mindoro_2019-Q4.tif,viirs_oriental_mindoro_2019-Q4.tif,190.68360006434216
SRYZX,La Union,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,260.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_la_union_2020-Q1.tif,viirs_la_union_2020-Q1.tif,209.8516584910835
HMEWC,Misamis Occidental,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_misamis_occidental_2019-Q1.tif,viirs_misamis_occidental_2019-Q1.tif,182.09485579800292
BBB0H,Negros Occidental,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,480.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_negros_occidental_2021-Q1.tif,viirs_negros_occidental_2021-Q1.tif,222.76428246782092
EV5KZ,Lanao del Norte,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,No,Yes,Yes,No,790.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_lanao_del_norte_2019-Q4.tif,viirs_lanao_del_norte_2019-Q4.tif,279.68914404958286
0I083,Mountain Province,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,Yes,Lower-middle income,No,No,Yes,No,280.0,High,No,Low,Very Low,Cwb,sentinel_2_mountain_province_2019-Q2.tif,viirs_mountain_province_2019-Q2.tif,344.9184839511334
LQJSQ,Ilocos Sur,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,No,Yes,Yes,No,340.0,Moderate,Yes,High,Low,Aw,sentinel_2_ilocos_sur_2020-Q3.tif,viirs_ilocos_sur_2020-Q3.tif,193.112283836631
J9M4S,Surigao del Norte,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,Yes,Yes,Yes,No,750.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_norte_2021-Q1.tif,viirs_surigao_del_norte_2021-Q1.tif,163.78875009367454
LD05N,Abra,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,Yes,Lower-middle income,No,No,Yes,No,330.0,High,Yes,Moderate,Very Low,Am,sentinel_2_abra_2020-Q2.tif,viirs_abra_2020-Q2.tif,81.44802493131867
7QHAK,Davao Oriental,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,No,Yes,Yes,No,950.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_oriental_2021-Q3.tif,viirs_davao_oriental_2021-Q3.tif,215.9414386303944
V37IC,Kalinga,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,Yes,Lower-middle income,No,No,Yes,No,340.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_kalinga_2019-Q4.tif,viirs_kalinga_2019-Q4.tif,185.2797015492531
QFS6H,Siquijor,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,570.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_siquijor_2019-Q4.tif,viirs_siquijor_2019-Q4.tif,203.28638723661484
4ORAC,Rizal,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,Yes,Lower-middle income,No,No,Yes,No,18.0,High,Yes,High,Very Low,Am,sentinel_2_rizal_2021-Q1.tif,viirs_rizal_2021-Q1.tif,189.21191810619752
CE4QG,Abra,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,Yes,Lower-middle income,No,No,Yes,No,330.0,High,No,Moderate,Very Low,Am,sentinel_2_abra_2021-Q2.tif,viirs_abra_2021-Q2.tif,195.90468795351072
D3FVN,Palawan,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,580.0,Low,No,Low,Very Low,Am,sentinel_2_palawan_2019-Q4.tif,viirs_palawan_2019-Q4.tif,435.5491491239459
9E40K,Bataan,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,No,Yes,Yes,No,55.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_bataan_2020-Q3.tif,viirs_bataan_2020-Q3.tif,188.31230594596025
UBLMN,Albay,2019-Q1,Philippines,2019,299682074191.28937,115.9781187205398,No,No,Lower-middle income,Yes,Yes,Yes,No,330.0,High,Yes,Very High,Low,Af,sentinel_2_albay_2019-Q1.tif,viirs_albay_2019-Q1.tif,214.36886134150492
C45BN,Occidental Mindoro,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,Yes,Yes,Yes,No,150.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_occidental_mindoro_2021-Q2.tif,viirs_occidental_mindoro_2021-Q2.tif,194.2857072649417
R1930,Surigao del Sur,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,850.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_sur_2020-Q1.tif,viirs_surigao_del_sur_2020-Q1.tif,127.61085475208895
CU47S,Tarlac,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,Yes,Lower-middle income,No,No,Yes,No,110.0,Moderate,Yes,High,Very Low,Am,sentinel_2_tarlac_2020-Q4.tif,viirs_tarlac_2020-Q4.tif,199.1199201357872
5SWK8,Aklan,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,Yes,Yes,Yes,No,350.0,Moderate,Yes,High,Very Low,Am,sentinel_2_aklan_2019-Q3.tif,viirs_aklan_2019-Q3.tif,266.17338408176283
V8WOB,Marinduque,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,170.0,Moderate,Yes,High,Very Low,Am,sentinel_2_marinduque_2020-Q2.tif,viirs_marinduque_2020-Q2.tif,193.96659661121325
PCWE4,Surigao del Sur,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,Yes,Yes,Yes,No,850.0,High,Yes,High,Very Low,Af,sentinel_2_surigao_del_sur_2020-Q3.tif,viirs_surigao_del_sur_2020-Q3.tif,152.5196361750095
GVGT2,Masbate,2020-Q1,Philippines,2020,291244296180.30774,118.4352913210933,No,No,Lower-middle income,Yes,Yes,Yes,No,370.0,High,Yes,High,Very Low,Am,sentinel_2_masbate_2020-Q1.tif,viirs_masbate_2020-Q1.tif,275.6760328587068
VNA31,Nueva Ecija,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,Yes,Lower-middle income,No,No,Yes,No,115.0,Moderate,Yes,High,Very Low,Aw,sentinel_2_nueva_ecija_2020-Q2.tif,viirs_nueva_ecija_2020-Q2.tif,184.61760686019483
KBCBD,Camarines Norte,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,220.0,Moderate,Yes,High,Very Low,Am,sentinel_2_camarines_norte_2021-Q2.tif,viirs_camarines_norte_2021-Q2.tif,555.0222511425169
DR3VW,Davao del Sur,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,Yes,Yes,Yes,No,970.0,High,Yes,Low,Very Low,Af,sentinel_2_davao_del_sur_2019-Q2.tif,viirs_davao_del_sur_2019-Q2.tif,196.70020988506587
VTKRR,Camiguin,2019-Q4,Philippines,2019,299682074191.28937,117.9406160358257,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,No,Moderate,Very Low,Af,sentinel_2_camiguin_2019-Q4.tif,viirs_camiguin_2019-Q4.tif,264.2593008649003
CGBSV,Romblon,2021-Q3,Philippines,2021,332183318448.6994,125.4848727349994,No,No,Lower-middle income,Yes,Yes,Yes,No,270.0,Moderate,Yes,High,Very Low,Am,sentinel_2_romblon_2021-Q3.tif,viirs_romblon_2021-Q3.tif,208.83028879112968
LWVV5,Ifugao,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,Yes,Lower-middle income,No,No,Yes,No,240.0,Moderate,No,Moderate,Very Low,Cwb,sentinel_2_ifugao_2021-Q4.tif,viirs_ifugao_2021-Q4.tif,106.23424222830208
NGIXM,Guimaras,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,No,Lower-middle income,No,Yes,Yes,No,470.0,Moderate,No,High,Very Low,Am,sentinel_2_guimaras_2021-Q1.tif,viirs_guimaras_2021-Q1.tif,179.26309710504154
6Z1T2,Davao Oriental,2020-Q3,Philippines,2020,291244296180.30774,119.1285399053605,No,No,Lower-middle income,No,Yes,Yes,No,950.0,Moderate,Yes,High,Very Low,Af,sentinel_2_davao_oriental_2020-Q3.tif,viirs_davao_oriental_2020-Q3.tif,175.00170592726542
MHBYH,Iloilo,2019-Q2,Philippines,2019,299682074191.28937,117.3681318135368,No,No,Lower-middle income,Yes,Yes,Yes,No,460.0,Moderate,Yes,High,Very Low,Am,sentinel_2_iloilo_2019-Q2.tif,viirs_iloilo_2019-Q2.tif,254.74739433299413
2RCU8,Nueva Vizcaya,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,Yes,Lower-middle income,No,No,Yes,No,195.0,Moderate,No,Moderate,Very Low,Am,sentinel_2_nueva_vizcaya_2021-Q2.tif,viirs_nueva_vizcaya_2021-Q2.tif,193.36616578825567
9PAVC,Misamis Occidental,2020-Q2,Philippines,2020,291244296180.30774,117.7956988014519,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_misamis_occidental_2020-Q2.tif,viirs_misamis_occidental_2020-Q2.tif,176.6252795672407
V6G8O,Misamis Occidental,2021-Q4,Philippines,2021,332183318448.6994,127.389433729792,No,No,Lower-middle income,Yes,Yes,Yes,No,780.0,Moderate,Yes,Low,Very Low,Af,sentinel_2_misamis_occidental_2021-Q4.tif,viirs_misamis_occidental_2021-Q4.tif,99.64332413728388
6JZV9,Batangas,2019-Q3,Philippines,2019,299682074191.28937,117.6899153350103,No,No,Lower-middle income,No,Yes,Yes,No,85.0,High,Yes,High,Very Low,Am,sentinel_2_batangas_2019-Q3.tif,viirs_batangas_2019-Q3.tif,185.6470047127544
JKMPL,Negros Occidental,2020-Q4,Philippines,2020,291244296180.30774,119.4024762808857,No,No,Lower-middle income,Yes,Yes,Yes,No,480.0,Moderate,Yes,Moderate,Very Low,Am,sentinel_2_negros_occidental_2020-Q4.tif,viirs_negros_occidental_2020-Q4.tif,181.90050265832076
B7V80,Isabela,2021-Q1,Philippines,2021,332183318448.6994,120.6838014481023,No,Yes,Lower-middle income,Yes,No,Yes,No,285.0,Moderate,Yes,High,Very Low,Am,sentinel_2_isabela_2021-Q1.tif,viirs_isabela_2021-Q1.tif,222.29563407034263
60KHF,Lanao del Norte,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,No,Lower-middle income,No,Yes,Yes,No,790.0,Moderate,Yes,Moderate,Very Low,Af,sentinel_2_lanao_del_norte_2021-Q2.tif,viirs_lanao_del_norte_2021-Q2.tif,166.73121159283025
X3BQW,Mountain Province,2021-Q2,Philippines,2021,332183318448.6994,123.5075473904579,No,Yes,Lower-middle income,No,No,Yes,No,280.0,High,No,Moderate,Very Low,Cwb,sentinel_2_mountain_province_2021-Q2.tif,viirs_mountain_province_2021-Q2.tif,172.00322504567822
