geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
70,1,1,2021,4247588558872.2593,120.6838014481023,0,3,1,1,1,1,880.0,2,1,2,1,3,sentinel_2_40000_fukuoka_2021-Q1.tif,viirs_40000_fukuoka_2021-Q1.tif,1769.5968198930811
64,3,0,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,1050.0,2,1,2,0,0,sentinel_2_davao_occidental_2020-Q3.tif,viirs_davao_occidental_2020-Q3.tif,253.4481428645265
78,3,0,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2020-Q3.tif,viirs_batangas_2020-Q3.tif,216.49701211708333
66,3,1,2023,3993446887350.673,140.714328844415,0,3,1,1,1,1,800.0,2,0,2,0,3,sentinel_2_35000_yamaguchi_2023-Q3.tif,viirs_35000_yamaguchi_2023-Q3.tif,1756.481975425586
64,3,0,2021,332183318448.6994,125.4848727349994,0,1,0,0,1,0,1050.0,2,1,1,0,0,sentinel_2_davao_occidental_2021-Q3.tif,viirs_davao_occidental_2021-Q3.tif,198.90013951360297
79,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_bohol_2019-Q1.tif,viirs_bohol_2019-Q1.tif,155.66099038130363
73,1,1,2024,3928801383782.808,142.3299725681459,1,3,0,0,1,1,100.0,2,1,1,0,3,sentinel_2_09000_tochigi_2024-Q1.tif,viirs_09000_tochigi_2024-Q1.tif,1938.358836776824
59,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,770.0,2,1,3,1,3,sentinel_2_44000_oita_2019-Q3.tif,viirs_44000_oita_2019-Q3.tif,1610.3869393850373
40,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2023-Q4.tif,viirs_13000_tokyo_2023-Q4.tif,2829.2083958462053
68,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,1550.0,2,1,3,1,3,sentinel_2_47000_okinawa_2023-Q1.tif,viirs_47000_okinawa_2023-Q1.tif,2039.013357560185
80,3,0,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2021-Q3.tif,viirs_kalinga_2021-Q3.tif,252.3344459948905
16,1,1,2021,4247588558872.2593,120.6838014481023,0,3,1,1,1,1,260.0,2,1,2,1,3,sentinel_2_16000_toyama_2021-Q1.tif,viirs_16000_toyama_2021-Q1.tif,1710.102075926499
81,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,260.0,3,1,3,1,3,sentinel_2_23000_aichi_2020-Q1.tif,viirs_23000_aichi_2020-Q1.tif,1916.171582606475
81,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2021-Q3.tif,viirs_23000_aichi_2021-Q3.tif,1836.5374614067705
82,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,170.0,2,0,3,0,1,sentinel_2_marinduque_2021-Q2.tif,viirs_marinduque_2021-Q2.tif,195.5951243802564
9,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,370.0,2,1,4,0,0,sentinel_2_catanduanes_2020-Q3.tif,viirs_catanduanes_2020-Q3.tif,445.0324848609527
73,4,1,2023,3993446887350.673,140.8613862067226,1,3,0,0,1,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2023-Q4.tif,viirs_09000_tochigi_2023-Q4.tif,1452.874924912213
83,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2019-Q3.tif,viirs_negros_oriental_2019-Q3.tif,183.28249598343507
84,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2019-Q1.tif,viirs_siquijor_2019-Q1.tif,200.8916410006034
85,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2019-Q1.tif,viirs_camarines_sur_2019-Q1.tif,197.71317932356345
15,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,1,1200.0,2,1,3,1,3,sentinel_2_42000_nagasaki_2019-Q3.tif,viirs_42000_nagasaki_2019-Q3.tif,2025.230189935398
86,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,400.0,2,1,3,0,2,sentinel_2_ilocos_norte_2021-Q2.tif,viirs_ilocos_norte_2021-Q2.tif,210.7480985652168
75,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2021-Q2.tif,viirs_surigao_del_sur_2021-Q2.tif,147.14714327807087
76,4,0,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,1030.0,2,1,2,0,0,sentinel_2_sarangani_2021-Q4.tif,viirs_sarangani_2021-Q4.tif,157.07352758358232
17,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,625.0,3,1,3,1,3,sentinel_2_39000_kochi_2022-Q3.tif,viirs_39000_kochi_2022-Q3.tif,1430.4411020528048
55,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2023-Q1.tif,viirs_30000_wakayama_2023-Q1.tif,1631.0344822036525
16,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,260.0,2,0,1,0,3,sentinel_2_16000_toyama_2022-Q3.tif,viirs_16000_toyama_2022-Q3.tif,1521.1060910385245
62,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,115.0,2,1,3,0,1,sentinel_2_zambales_2020-Q1.tif,viirs_zambales_2020-Q1.tif,236.33134943584287
43,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,330.0,3,1,4,1,0,sentinel_2_albay_2019-Q3.tif,viirs_albay_2019-Q3.tif,259.6831624072456
87,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2019-Q4.tif,viirs_iloilo_2019-Q4.tif,222.3253165291887
82,1,0,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,170.0,2,1,2,0,1,sentinel_2_marinduque_2019-Q1.tif,viirs_marinduque_2019-Q1.tif,161.0840950197984
2,4,1,2023,3993446887350.673,140.8613862067226,0,3,1,1,1,1,450.0,2,0,1,0,5,sentinel_2_05000_akita_2023-Q4.tif,viirs_05000_akita_2023-Q4.tif,1896.6516221621664
88,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,30.0,3,1,2,1,3,sentinel_2_14000_kanagawa_2021-Q2.tif,viirs_14000_kanagawa_2021-Q2.tif,2000.970977449525
42,3,0,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2021-Q3.tif,viirs_benguet_2021-Q3.tif,257.4827256924674
89,3,0,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,970.0,2,1,2,0,0,sentinel_2_davao_del_norte_2020-Q3.tif,viirs_davao_del_norte_2020-Q3.tif,178.31532928597608
90,2,0,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,820.0,2,0,2,0,1,sentinel_2_bukidnon_2020-Q2.tif,viirs_bukidnon_2020-Q2.tif,198.00837337352667
91,3,0,2020,291244296180.30774,119.1285399053605,0,2,1,1,1,1,0.0,3,1,3,0,1,sentinel_2_national_capital_region_2020-Q3.tif,viirs_national_capital_region_2020-Q3.tif,324.04583946653867
92,3,0,2021,332183318448.6994,125.4848727349994,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2021-Q3.tif,viirs_laguna_2021-Q3.tif,232.17237426613084
27,4,1,2019,4070264756531.522,117.9406160358257,0,3,0,1,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2019-Q4.tif,viirs_18000_fukui_2019-Q4.tif,1977.884515222724
1,1,1,2021,4247588558872.2593,120.6838014481023,1,3,0,0,1,1,370.0,2,1,2,1,3,sentinel_2_29000_nara_2021-Q1.tif,viirs_29000_nara_2021-Q1.tif,1910.2075557189337
80,3,0,2019,299682074191.28937,117.6899153350103,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2019-Q3.tif,viirs_kalinga_2019-Q3.tif,209.68365979239044
26,1,1,2020,4069008481605.98,118.4352913210933,1,3,0,0,1,1,100.0,3,0,2,1,3,sentinel_2_10000_gunma_2020-Q1.tif,viirs_10000_gunma_2020-Q1.tif,1440.9007554744433
93,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2019-Q2.tif,viirs_negros_occidental_2019-Q2.tif,249.6863175341793
94,4,0,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,220.0,2,1,3,0,1,sentinel_2_camarines_norte_2021-Q4.tif,viirs_camarines_norte_2021-Q4.tif,219.2682150771411
27,3,1,2022,3880440088794.578,135.9371046973515,0,3,0,1,1,1,320.0,2,1,1,0,3,sentinel_2_18000_fukui_2022-Q3.tif,viirs_18000_fukui_2022-Q3.tif,1460.1079331778092
79,4,0,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_bohol_2019-Q4.tif,viirs_bohol_2019-Q4.tif,182.90790296091564
42,4,0,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2021-Q4.tif,viirs_benguet_2021-Q4.tif,326.7766472427772
30,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,150.0,2,1,3,0,1,sentinel_2_occidental_mindoro_2019-Q2.tif,viirs_occidental_mindoro_2019-Q2.tif,171.07206593399775
54,1,1,2019,4070264756531.522,115.9781187205398,1,3,1,0,1,1,300.0,2,1,2,1,5,sentinel_2_06000_yamagata_2019-Q1.tif,viirs_06000_yamagata_2019-Q1.tif,2007.7603733742217
9,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,370.0,2,1,4,0,0,sentinel_2_catanduanes_2019-Q2.tif,viirs_catanduanes_2019-Q2.tif,123.64848593044913
8,3,1,2022,3880440088794.578,135.9371046973515,1,3,0,0,1,1,270.0,2,1,2,1,3,sentinel_2_21000_gifu_2022-Q3.tif,viirs_21000_gifu_2022-Q3.tif,1498.2498643980755
47,2,0,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,130.0,2,1,3,0,1,sentinel_2_oriental_mindoro_2019-Q2.tif,viirs_oriental_mindoro_2019-Q2.tif,195.8341767322802
87,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2020-Q1.tif,viirs_iloilo_2020-Q1.tif,190.29156277064453
38,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,540.0,2,1,1,1,3,sentinel_2_33000_okayama_2024-Q1.tif,viirs_33000_okayama_2024-Q1.tif,1585.2076424388715
50,4,0,2019,299682074191.28937,117.9406160358257,1,1,0,0,1,0,110.0,2,1,2,0,1,sentinel_2_tarlac_2019-Q4.tif,viirs_tarlac_2019-Q4.tif,196.05109536574096
54,4,1,2022,3880440088794.578,136.4362131047677,1,3,1,0,1,1,300.0,2,0,1,0,5,sentinel_2_06000_yamagata_2022-Q4.tif,viirs_06000_yamagata_2022-Q4.tif,1395.479197412881
19,4,0,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2021-Q4.tif,viirs_davao_del_sur_2021-Q4.tif,258.61264710206564
60,4,1,2019,4070264756531.522,117.9406160358257,1,3,0,0,1,1,340.0,2,1,2,1,3,sentinel_2_25000_shiga_2019-Q4.tif,viirs_25000_shiga_2019-Q4.tif,1728.07901067026
56,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,37.5,3,1,3,1,3,sentinel_2_12000_chiba_2023-Q2.tif,viirs_12000_chiba_2023-Q2.tif,1786.992804281524
7,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,150.0,3,1,2,1,3,sentinel_2_22000_shizuoka_2022-Q4.tif,viirs_22000_shizuoka_2022-Q4.tif,1765.647416318962
77,1,1,2021,4247588558872.2593,120.6838014481023,1,3,1,0,1,1,180.0,2,0,1,0,5,sentinel_2_20000_nagano_2021-Q1.tif,viirs_20000_nagano_2021-Q1.tif,1738.067485733361
95,4,0,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,33.0,2,1,3,0,1,sentinel_2_cavite_2019-Q4.tif,viirs_cavite_2019-Q4.tif,205.36590355524268
73,3,1,2023,3993446887350.673,140.714328844415,1,3,0,0,1,1,100.0,2,1,2,1,3,sentinel_2_09000_tochigi_2023-Q3.tif,viirs_09000_tochigi_2023-Q3.tif,1558.5728529462592
78,3,0,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2021-Q3.tif,viirs_batangas_2021-Q3.tif,273.46549889402945
2,2,1,2022,3880440088794.578,134.1731806810651,0,3,1,1,1,1,450.0,2,1,1,0,5,sentinel_2_05000_akita_2022-Q2.tif,viirs_05000_akita_2022-Q2.tif,1281.0805098609164
88,1,1,2022,3880440088794.578,130.2983261906564,0,3,1,1,1,1,30.0,3,1,3,1,3,sentinel_2_14000_kanagawa_2022-Q1.tif,viirs_14000_kanagawa_2022-Q1.tif,1918.0501338439483
61,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,680.0,2,0,2,1,3,sentinel_2_34000_hiroshima_2022-Q3.tif,viirs_34000_hiroshima_2022-Q3.tif,1598.525563719086
31,4,1,2020,4069008481605.98,119.4024762808857,1,3,0,0,1,1,22.5,2,1,2,1,3,sentinel_2_11000_saitama_2020-Q4.tif,viirs_11000_saitama_2020-Q4.tif,1917.914856391547
53,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,250.0,2,1,1,1,3,sentinel_2_15000_niigata_2023-Q1.tif,viirs_15000_niigata_2023-Q1.tif,1723.0002782799268
74,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,1,95.0,2,1,3,0,1,sentinel_2_quezon_2019-Q2.tif,viirs_quezon_2019-Q2.tif,193.4213585221564
92,1,0,2021,332183318448.6994,120.6838014481023,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2021-Q1.tif,viirs_laguna_2021-Q1.tif,308.2277318036149
10,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,900.0,3,1,2,1,3,sentinel_2_43000_kumamoto_2020-Q2.tif,viirs_43000_kumamoto_2020-Q2.tif,3471.8989871316144
77,4,1,2022,3880440088794.578,136.4362131047677,1,3,1,0,1,1,180.0,2,0,1,0,5,sentinel_2_20000_nagano_2022-Q4.tif,viirs_20000_nagano_2022-Q4.tif,1684.4993052130064
55,4,1,2021,4247588558872.2593,127.389433729792,0,3,0,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2021-Q4.tif,viirs_30000_wakayama_2021-Q4.tif,1817.143245226796
50,1,0,2019,299682074191.28937,115.9781187205398,1,1,0,0,1,0,110.0,2,1,2,0,1,sentinel_2_tarlac_2019-Q1.tif,viirs_tarlac_2019-Q1.tif,167.4021981772305
68,3,1,2019,4070264756531.522,117.6899153350103,0,3,1,1,1,0,1550.0,2,1,3,0,3,sentinel_2_47000_okinawa_2019-Q3.tif,viirs_47000_okinawa_2019-Q3.tif,2454.5800142470803
0,4,0,2020,291244296180.30774,119.4024762808857,0,1,0,1,0,0,770.0,2,1,3,0,0,sentinel_2_dinagat_islands_2020-Q4.tif,viirs_dinagat_islands_2020-Q4.tif,163.83623351023658
62,3,0,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,115.0,2,1,3,0,1,sentinel_2_zambales_2021-Q3.tif,viirs_zambales_2021-Q3.tif,234.19537199707088
81,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,260.0,3,1,2,1,3,sentinel_2_23000_aichi_2023-Q1.tif,viirs_23000_aichi_2023-Q1.tif,1589.4074562368085
18,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_aklan_2020-Q1.tif,viirs_aklan_2020-Q1.tif,273.0620981305201
96,1,0,2020,291244296180.30774,118.4352913210933,0,0,0,1,1,0,880.0,2,0,2,0,0,sentinel_2_basilan_2020-Q1.tif,viirs_basilan_2020-Q1.tif,117.874461025641
16,2,1,2024,3928801383782.808,143.9682405014625,0,3,1,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2024-Q2.tif,viirs_16000_toyama_2024-Q2.tif,1565.4901260613883
97,3,0,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,340.0,2,1,2,0,2,sentinel_2_ilocos_sur_2019-Q3.tif,viirs_ilocos_sur_2019-Q3.tif,190.7581285256965
40,2,1,2021,4247588558872.2593,123.5075473904579,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2021-Q2.tif,viirs_13000_tokyo_2021-Q2.tif,2930.1305209631028
98,1,1,2023,3993446887350.673,137.8618440412342,0,3,1,1,1,1,670.0,2,1,2,1,3,sentinel_2_38000_ehime_2023-Q1.tif,viirs_38000_ehime_2023-Q1.tif,1535.6909141317385
38,4,1,2019,4070264756531.522,117.9406160358257,0,3,1,1,1,1,540.0,2,1,2,1,3,sentinel_2_33000_okayama_2019-Q4.tif,viirs_33000_okayama_2019-Q4.tif,1771.7628985217898
19,2,0,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2021-Q2.tif,viirs_davao_del_sur_2021-Q2.tif,231.2902188792511
99,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2019-Q3.tif,viirs_eastern_samar_2019-Q3.tif,264.8602510337451
88,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,30.0,3,1,1,1,3,sentinel_2_14000_kanagawa_2020-Q1.tif,viirs_14000_kanagawa_2020-Q1.tif,2081.1098733049757
10,3,1,2021,4247588558872.2593,125.4848727349994,0,3,1,1,1,1,900.0,3,1,3,1,3,sentinel_2_43000_kumamoto_2021-Q3.tif,viirs_43000_kumamoto_2021-Q3.tif,1814.2449980068875
82,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_marinduque_2020-Q1.tif,viirs_marinduque_2020-Q1.tif,185.87849022391583
100,3,0,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,790.0,2,1,1,0,0,sentinel_2_zamboanga_del_sur_2019-Q3.tif,viirs_zamboanga_del_sur_2019-Q3.tif,254.54581412033025
16,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,260.0,2,1,2,0,3,sentinel_2_16000_toyama_2020-Q3.tif,viirs_16000_toyama_2020-Q3.tif,1997.0280810200816
58,1,1,2019,4070264756531.522,115.9781187205398,0,3,0,1,1,1,320.0,3,1,3,1,3,sentinel_2_24000_mie_2019-Q1.tif,viirs_24000_mie_2019-Q1.tif,1649.115552629319
19,2,0,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,970.0,3,1,2,0,0,sentinel_2_davao_del_sur_2020-Q2.tif,viirs_davao_del_sur_2020-Q2.tif,226.0752252461457
60,3,1,2020,4069008481605.98,119.1285399053605,1,3,0,0,1,1,340.0,2,1,1,1,3,sentinel_2_25000_shiga_2020-Q3.tif,viirs_25000_shiga_2020-Q3.tif,1999.5183521436832
85,2,0,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2019-Q2.tif,viirs_camarines_sur_2019-Q2.tif,272.77556852112457
26,2,1,2024,3928801383782.808,143.9682405014625,1,3,0,0,1,1,100.0,3,1,1,1,3,sentinel_2_10000_gunma_2024-Q2.tif,viirs_10000_gunma_2024-Q2.tif,1446.6609173377549
81,3,1,2020,4069008481605.98,119.1285399053605,0,3,1,1,1,1,260.0,3,1,3,1,3,sentinel_2_23000_aichi_2020-Q3.tif,viirs_23000_aichi_2020-Q3.tif,2057.922870448432
48,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2021-Q3.tif,viirs_camiguin_2021-Q3.tif,120.37395934867732
14,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2019-Q2.tif,viirs_03000_iwate_2019-Q2.tif,1683.5974691429883
31,4,1,2021,4247588558872.2593,127.389433729792,1,3,0,0,1,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2021-Q4.tif,viirs_11000_saitama_2021-Q4.tif,1693.8152610334791
101,4,0,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,195.0,2,0,2,0,1,sentinel_2_nueva_vizcaya_2021-Q4.tif,viirs_nueva_vizcaya_2021-Q4.tif,253.75186132557005
59,1,1,2020,4069008481605.98,118.4352913210933,0,3,1,1,1,1,770.0,2,1,2,1,3,sentinel_2_44000_oita_2020-Q1.tif,viirs_44000_oita_2020-Q1.tif,2085.927851342218
22,2,1,2019,4070264756531.522,117.3681318135368,0,3,1,1,1,1,500.0,2,1,2,1,3,sentinel_2_31000_tottori_2019-Q2.tif,viirs_31000_tottori_2019-Q2.tif,1689.002218969555
99,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2021-Q1.tif,viirs_eastern_samar_2021-Q1.tif,299.87918306932704
30,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,150.0,2,1,2,0,1,sentinel_2_occidental_mindoro_2021-Q3.tif,viirs_occidental_mindoro_2021-Q3.tif,266.3542616788637
57,3,1,2019,4070264756531.522,117.6899153350103,1,3,0,0,1,1,370.0,2,0,1,0,3,sentinel_2_26000_kyoto_2019-Q3.tif,viirs_26000_kyoto_2019-Q3.tif,2063.02078661569
60,4,1,2022,3880440088794.578,136.4362131047677,1,3,0,0,1,1,340.0,2,0,2,1,3,sentinel_2_25000_shiga_2022-Q4.tif,viirs_25000_shiga_2022-Q4.tif,1601.5506380460292
102,2,1,2020,4069008481605.98,117.7956988014519,0,3,1,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2020-Q2.tif,viirs_08000_ibaraki_2020-Q2.tif,1772.440373284735
40,2,1,2023,3993446887350.673,139.5056151606663,0,3,1,1,1,1,0.0,3,1,2,1,3,sentinel_2_13000_tokyo_2023-Q2.tif,viirs_13000_tokyo_2023-Q2.tif,2470.023206220536
103,4,0,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,950.0,2,1,2,0,0,sentinel_2_sultan_kudarat_2020-Q4.tif,viirs_sultan_kudarat_2020-Q4.tif,334.6919900482391
104,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,260.0,2,1,3,0,1,sentinel_2_la_union_2021-Q2.tif,viirs_la_union_2021-Q2.tif,228.80668001597988
46,4,0,2019,299682074191.28937,117.9406160358257,1,1,0,0,1,0,280.0,3,0,1,0,4,sentinel_2_mountain_province_2019-Q4.tif,viirs_mountain_province_2019-Q4.tif,120.23260721230449
55,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,450.0,3,1,3,1,3,sentinel_2_30000_wakayama_2022-Q3.tif,viirs_30000_wakayama_2022-Q3.tif,1522.3602695121456
27,4,1,2023,3993446887350.673,140.8613862067226,0,3,0,1,1,1,320.0,2,1,2,1,3,sentinel_2_18000_fukui_2023-Q4.tif,viirs_18000_fukui_2023-Q4.tif,1988.1263561939631
35,1,1,2019,4070264756531.522,115.9781187205398,0,3,1,1,1,1,650.0,2,1,2,1,3,sentinel_2_32000_shimane_2019-Q1.tif,viirs_32000_shimane_2019-Q1.tif,1714.530334583498
105,2,0,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,470.0,2,0,3,0,1,sentinel_2_guimaras_2021-Q2.tif,viirs_guimaras_2021-Q2.tif,184.76898462367663
106,4,1,2024,3928801383782.808,144.7279859179582,0,3,1,1,1,1,830.0,3,1,1,0,6,sentinel_2_01000_hokkaido_2024-Q4.tif,viirs_01000_hokkaido_2024-Q4.tif,1824.2054955540443
16,3,1,2024,3928801383782.808,144.403145070865,0,3,1,1,1,1,260.0,2,1,1,1,3,sentinel_2_16000_toyama_2024-Q3.tif,viirs_16000_toyama_2024-Q3.tif,1738.7607848871546
27,3,1,2020,4069008481605.98,119.1285399053605,0,3,0,1,1,1,320.0,2,1,1,1,3,sentinel_2_18000_fukui_2020-Q3.tif,viirs_18000_fukui_2020-Q3.tif,1916.944887049584
14,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,450.0,3,1,1,1,5,sentinel_2_03000_iwate_2022-Q4.tif,viirs_03000_iwate_2022-Q4.tif,1508.4314259961816
45,3,1,2020,4069008481605.98,119.1285399053605,1,3,0,0,1,1,110.0,2,0,1,0,3,sentinel_2_19000_yamanashi_2020-Q3.tif,viirs_19000_yamanashi_2020-Q3.tif,1958.6951650769645
102,1,1,2024,3928801383782.808,142.3299725681459,0,3,1,1,1,1,100.0,3,1,2,1,3,sentinel_2_08000_ibaraki_2024-Q1.tif,viirs_08000_ibaraki_2024-Q1.tif,1495.628032073507
107,1,0,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,270.0,2,1,3,0,1,sentinel_2_romblon_2021-Q1.tif,viirs_romblon_2021-Q1.tif,175.66871351019097
72,4,1,2022,3880440088794.578,136.4362131047677,0,3,1,1,1,1,540.0,2,0,2,1,3,sentinel_2_37000_kagawa_2022-Q4.tif,viirs_37000_kagawa_2022-Q4.tif,1460.3392689256682
95,2,0,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,33.0,2,1,3,0,1,sentinel_2_cavite_2020-Q2.tif,viirs_cavite_2020-Q2.tif,204.22540169245087
31,1,1,2023,3993446887350.673,137.8618440412342,1,3,0,0,1,1,22.5,2,1,1,1,3,sentinel_2_11000_saitama_2023-Q1.tif,viirs_11000_saitama_2023-Q1.tif,1665.8299022507072
53,3,1,2022,3880440088794.578,135.9371046973515,0,3,1,1,1,1,250.0,2,1,1,1,3,sentinel_2_15000_niigata_2022-Q3.tif,viirs_15000_niigata_2022-Q3.tif,1646.3553628768714
99,1,0,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2020-Q1.tif,viirs_eastern_samar_2020-Q1.tif,282.66217000764567
75,3,0,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2021-Q3.tif,viirs_surigao_del_sur_2021-Q3.tif,220.12480488862323
90,3,0,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,820.0,2,0,2,0,1,sentinel_2_bukidnon_2020-Q3.tif,viirs_bukidnon_2020-Q3.tif,161.95800243534225
