data_id,geolocation_name,quarter_label,country,year,deflated_gdp_usd,us_cpi,developed_country,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
4V1QX,30000 Wakayama,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,High,Low,Cfa,sentinel_2_30000_wakayama_2023-Q1.tif,viirs_30000_wakayama_2023-Q1.tif,1631.0344822036525
18K0A,16000 Toyama,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,No,Low,Very Low,Cfa,sentinel_2_16000_toyama_2022-Q3.tif,viirs_16000_toyama_2022-Q3.tif,1521.1060910385245
3TRP0,05000 Akita,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,Moderate,No,Low,Very Low,Dfa,sentinel_2_05000_akita_2023-Q4.tif,viirs_05000_akita_2023-Q4.tif,1896.6516221621664
4U3BB,14000 Kanagawa,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,Moderate,Low,Cfa,sentinel_2_14000_kanagawa_2021-Q2.tif,viirs_14000_kanagawa_2021-Q2.tif,2000.970977449525
RIVH6,18000 Fukui,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_18000_fukui_2019-Q4.tif,viirs_18000_fukui_2019-Q4.tif,1977.884515222724
KBRH7,29000 Nara,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_29000_nara_2021-Q1.tif,viirs_29000_nara_2021-Q1.tif,1910.2075557189337
LEMX1,10000 Gunma,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,Yes,High income,No,No,Yes,Yes,100.0,High,No,Moderate,Low,Cfa,sentinel_2_10000_gunma_2020-Q1.tif,viirs_10000_gunma_2020-Q1.tif,1440.9007554744433
IZASN,18000 Fukui,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Low,Very Low,Cfa,sentinel_2_18000_fukui_2022-Q3.tif,viirs_18000_fukui_2022-Q3.tif,1460.1079331778092
DZR1Y,06000 Yamagata,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,Yes,High income,Yes,No,Yes,Yes,300.0,Moderate,Yes,Moderate,Low,Dfa,sentinel_2_06000_yamagata_2019-Q1.tif,viirs_06000_yamagata_2019-Q1.tif,2007.7603733742217
VMZWF,21000 Gifu,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_21000_gifu_2022-Q3.tif,viirs_21000_gifu_2022-Q3.tif,1498.2498643980755
HGNZE,33000 Okayama,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_33000_okayama_2024-Q1.tif,viirs_33000_okayama_2024-Q1.tif,1585.2076424388715
V08HH,06000 Yamagata,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,Yes,High income,Yes,No,Yes,Yes,300.0,Moderate,No,Low,Very Low,Dfa,sentinel_2_06000_yamagata_2022-Q4.tif,viirs_06000_yamagata_2022-Q4.tif,1395.479197412881
7C9H4,25000 Shiga,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_25000_shiga_2019-Q4.tif,viirs_25000_shiga_2019-Q4.tif,1728.07901067026
D6VAS,12000 Chiba,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2023-Q2.tif,viirs_12000_chiba_2023-Q2.tif,1786.992804281524
4DD1V,22000 Shizuoka,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,150.0,High,Yes,Moderate,Low,Cfa,sentinel_2_22000_shizuoka_2022-Q4.tif,viirs_22000_shizuoka_2022-Q4.tif,1765.647416318962
XMXB9,20000 Nagano,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,Yes,High income,Yes,No,Yes,Yes,180.0,Moderate,No,Low,Very Low,Dfa,sentinel_2_20000_nagano_2021-Q1.tif,viirs_20000_nagano_2021-Q1.tif,1738.067485733361
25SQ8,09000 Tochigi,2023-Q3,Japan,2023,3993446887350.673,140.714328844415,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_09000_tochigi_2023-Q3.tif,viirs_09000_tochigi_2023-Q3.tif,1558.5728529462592
Y8OZC,05000 Akita,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_05000_akita_2022-Q2.tif,viirs_05000_akita_2022-Q2.tif,1281.0805098609164
R2YKC,14000 Kanagawa,2022-Q1,Japan,2022,3880440088794.578,130.2983261906564,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,High,Low,Cfa,sentinel_2_14000_kanagawa_2022-Q1.tif,viirs_14000_kanagawa_2022-Q1.tif,1918.0501338439483
2UEAX,34000 Hiroshima,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,680.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_34000_hiroshima_2022-Q3.tif,viirs_34000_hiroshima_2022-Q3.tif,1598.525563719086
FCPKJ,11000 Saitama,2020-Q4,Japan,2020,4069008481605.98,119.4024762808857,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_11000_saitama_2020-Q4.tif,viirs_11000_saitama_2020-Q4.tif,1917.914856391547
XYVGI,15000 Niigata,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,250.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_15000_niigata_2023-Q1.tif,viirs_15000_niigata_2023-Q1.tif,1723.0002782799268
OV51Z,43000 Kumamoto,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,High,Yes,Moderate,Low,Cfa,sentinel_2_43000_kumamoto_2020-Q2.tif,viirs_43000_kumamoto_2020-Q2.tif,3471.8989871316144
ZLK3E,20000 Nagano,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,Yes,High income,Yes,No,Yes,Yes,180.0,Moderate,No,Low,Very Low,Dfa,sentinel_2_20000_nagano_2022-Q4.tif,viirs_20000_nagano_2022-Q4.tif,1684.4993052130064
E1HM3,30000 Wakayama,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,No,High income,No,Yes,Yes,Yes,450.0,High,Yes,High,Low,Cfa,sentinel_2_30000_wakayama_2021-Q4.tif,viirs_30000_wakayama_2021-Q4.tif,1817.143245226796
GZVRC,47000 Okinawa,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,No,1550.0,Moderate,Yes,High,Very Low,Cfa,sentinel_2_47000_okinawa_2019-Q3.tif,viirs_47000_okinawa_2019-Q3.tif,2454.5800142470803
JCNS6,23000 Aichi,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,Moderate,Low,Cfa,sentinel_2_23000_aichi_2023-Q1.tif,viirs_23000_aichi_2023-Q1.tif,1589.4074562368085
ZCUCT,16000 Toyama,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_16000_toyama_2024-Q2.tif,viirs_16000_toyama_2024-Q2.tif,1565.4901260613883
VPYMB,13000 Tokyo,2021-Q2,Japan,2021,4247588558872.2593,123.5075473904579,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2021-Q2.tif,viirs_13000_tokyo_2021-Q2.tif,2930.1305209631028
5HRDU,38000 Ehime,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,670.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_38000_ehime_2023-Q1.tif,viirs_38000_ehime_2023-Q1.tif,1535.6909141317385
KTGV4,33000 Okayama,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_33000_okayama_2019-Q4.tif,viirs_33000_okayama_2019-Q4.tif,1771.7628985217898
P6BEF,14000 Kanagawa,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,30.0,High,Yes,Low,Low,Cfa,sentinel_2_14000_kanagawa_2020-Q1.tif,viirs_14000_kanagawa_2020-Q1.tif,2081.1098733049757
S1F53,43000 Kumamoto,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,High,Yes,High,Low,Cfa,sentinel_2_43000_kumamoto_2021-Q3.tif,viirs_43000_kumamoto_2021-Q3.tif,1814.2449980068875
OR787,16000 Toyama,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Moderate,Very Low,Cfa,sentinel_2_16000_toyama_2020-Q3.tif,viirs_16000_toyama_2020-Q3.tif,1997.0280810200816
TIRC9,24000 Mie,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,No,Yes,Yes,Yes,320.0,High,Yes,High,Low,Cfa,sentinel_2_24000_mie_2019-Q1.tif,viirs_24000_mie_2019-Q1.tif,1649.115552629319
Z8UUG,25000 Shiga,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_25000_shiga_2020-Q3.tif,viirs_25000_shiga_2020-Q3.tif,1999.5183521436832
A75UU,10000 Gunma,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,Yes,High income,No,No,Yes,Yes,100.0,High,Yes,Low,Low,Cfa,sentinel_2_10000_gunma_2024-Q2.tif,viirs_10000_gunma_2024-Q2.tif,1446.6609173377549
L00EZ,23000 Aichi,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,High,Low,Cfa,sentinel_2_23000_aichi_2020-Q3.tif,viirs_23000_aichi_2020-Q3.tif,2057.922870448432
ZIOYK,03000 Iwate,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,Low,Low,Dfa,sentinel_2_03000_iwate_2019-Q2.tif,viirs_03000_iwate_2019-Q2.tif,1683.5974691429883
Q3XLR,11000 Saitama,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Low,Low,Cfa,sentinel_2_11000_saitama_2021-Q4.tif,viirs_11000_saitama_2021-Q4.tif,1693.8152610334791
G1VED,44000 Oita,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,770.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_44000_oita_2020-Q1.tif,viirs_44000_oita_2020-Q1.tif,2085.927851342218
Y9X8S,31000 Tottori,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_31000_tottori_2019-Q2.tif,viirs_31000_tottori_2019-Q2.tif,1689.002218969555
GN0T6,26000 Kyoto,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,Yes,High income,No,No,Yes,Yes,370.0,Moderate,No,Low,Very Low,Cfa,sentinel_2_26000_kyoto_2019-Q3.tif,viirs_26000_kyoto_2019-Q3.tif,2063.02078661569
IVGLY,25000 Shiga,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,Yes,High income,No,No,Yes,Yes,340.0,Moderate,No,,Low,Cfa,sentinel_2_25000_shiga_2022-Q4.tif,viirs_25000_shiga_2022-Q4.tif,1601.5506380460292
2KNFT,08000 Ibaraki,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,Moderate,Low,Cfa,sentinel_2_08000_ibaraki_2020-Q2.tif,viirs_08000_ibaraki_2020-Q2.tif,1772.440373284735
UJJQ9,13000 Tokyo,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2023-Q2.tif,viirs_13000_tokyo_2023-Q2.tif,2470.023206220536
VG7OQ,30000 Wakayama,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,High,Low,Cfa,sentinel_2_30000_wakayama_2022-Q3.tif,viirs_30000_wakayama_2022-Q3.tif,1522.3602695121456
S3JON,18000 Fukui,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_18000_fukui_2023-Q4.tif,viirs_18000_fukui_2023-Q4.tif,1988.1263561939631
L68NT,32000 Shimane,2019-Q1,Japan,2019,4070264756531.522,115.9781187205398,Yes,No,High income,Yes,Yes,Yes,Yes,650.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_32000_shimane_2019-Q1.tif,viirs_32000_shimane_2019-Q1.tif,1714.530334583498
5KXVF,01000 Hokkaido,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,No,High income,Yes,Yes,Yes,Yes,830.0,High,Yes,Low,Very Low,Dfb,sentinel_2_01000_hokkaido_2024-Q4.tif,viirs_01000_hokkaido_2024-Q4.tif,1824.2054955540443
SUFLS,16000 Toyama,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_16000_toyama_2024-Q3.tif,viirs_16000_toyama_2024-Q3.tif,1738.7607848871546
Q46NO,18000 Fukui,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,No,Yes,Yes,Yes,320.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_18000_fukui_2020-Q3.tif,viirs_18000_fukui_2020-Q3.tif,1916.944887049584
5OWF7,03000 Iwate,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,Low,Low,Dfa,sentinel_2_03000_iwate_2022-Q4.tif,viirs_03000_iwate_2022-Q4.tif,1508.4314259961816
0S9BP,19000 Yamanashi,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,Yes,High income,No,No,Yes,Yes,110.0,Moderate,No,Low,Very Low,Cfa,sentinel_2_19000_yamanashi_2020-Q3.tif,viirs_19000_yamanashi_2020-Q3.tif,1958.6951650769645
3R30M,08000 Ibaraki,2024-Q1,Japan,2024,3928801383782.808,142.3299725681459,Yes,No,High income,Yes,Yes,Yes,Yes,100.0,High,Yes,Moderate,Low,Cfa,sentinel_2_08000_ibaraki_2024-Q1.tif,viirs_08000_ibaraki_2024-Q1.tif,1495.628032073507
DJZ0I,37000 Kagawa,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_37000_kagawa_2022-Q4.tif,viirs_37000_kagawa_2022-Q4.tif,1460.3392689256682
CDYK0,11000 Saitama,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,Yes,High income,No,No,Yes,Yes,22.5,Moderate,Yes,Low,Low,Cfa,sentinel_2_11000_saitama_2023-Q1.tif,viirs_11000_saitama_2023-Q1.tif,1665.8299022507072
LXSLG,15000 Niigata,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,250.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_15000_niigata_2022-Q3.tif,viirs_15000_niigata_2022-Q3.tif,1646.3553628768714
FHHCM,21000 Gifu,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,Yes,High income,No,No,Yes,Yes,270.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_21000_gifu_2022-Q4.tif,viirs_21000_gifu_2022-Q4.tif,1643.5608159107423
MYRSV,41000 Saga,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_41000_saga_2020-Q2.tif,viirs_41000_saga_2020-Q2.tif,2502.111013275806
4FTJ5,33000 Okayama,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_33000_okayama_2020-Q1.tif,viirs_33000_okayama_2020-Q1.tif,1827.1652747463256
3C1QK,13000 Tokyo,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2019-Q2.tif,viirs_13000_tokyo_2019-Q2.tif,2571.943172245162
GVZ9A,42000 Nagasaki,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,High,Low,Cfa,sentinel_2_42000_nagasaki_2023-Q2.tif,viirs_42000_nagasaki_2023-Q2.tif,1611.1427120371634
NS832,12000 Chiba,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,37.5,High,Yes,High,Low,Cfa,sentinel_2_12000_chiba_2020-Q3.tif,viirs_12000_chiba_2020-Q3.tif,1966.3306398809093
GDEJ3,28000 Hyogo,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,430.0,High,Yes,High,Low,Cfa,sentinel_2_28000_hyogo_2020-Q3.tif,viirs_28000_hyogo_2020-Q3.tif,2144.665480726416
0PLOZ,23000 Aichi,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,260.0,High,Yes,High,Low,Cfa,sentinel_2_23000_aichi_2022-Q4.tif,viirs_23000_aichi_2022-Q4.tif,1585.5241380643276
LA753,02000 Aomori,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,No,Low,Very Low,Dfa,sentinel_2_02000_aomori_2019-Q2.tif,viirs_02000_aomori_2019-Q2.tif,1815.483737774364
6WKTA,04000 Miyagi,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,300.0,High,Yes,Moderate,Low,Cfa,sentinel_2_04000_miyagi_2020-Q3.tif,viirs_04000_miyagi_2020-Q3.tif,2083.390320849991
KWFG3,36000 Tokushima,2022-Q4,Japan,2022,3880440088794.578,136.4362131047677,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,High,Yes,High,Low,Cfa,sentinel_2_36000_tokushima_2022-Q4.tif,viirs_36000_tokushima_2022-Q4.tif,1479.7275257459728
CWI64,02000 Aomori,2021-Q1,Japan,2021,4247588558872.2593,120.6838014481023,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,Yes,Low,Low,Dfa,sentinel_2_02000_aomori_2021-Q1.tif,viirs_02000_aomori_2021-Q1.tif,2321.6454081452757
HX2KB,35000 Yamaguchi,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,No,High income,Yes,Yes,Yes,Yes,800.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_35000_yamaguchi_2019-Q3.tif,viirs_35000_yamaguchi_2019-Q3.tif,1854.7327095529008
I1B0Z,07000 Fukushima,2023-Q4,Japan,2023,3993446887350.673,140.8613862067226,Yes,Yes,High income,Yes,No,Yes,Yes,250.0,High,Yes,Moderate,Low,Cfa,sentinel_2_07000_fukushima_2023-Q4.tif,viirs_07000_fukushima_2023-Q4.tif,1854.9377642780148
IEUC1,09000 Tochigi,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,Yes,High income,No,No,Yes,Yes,100.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_09000_tochigi_2021-Q4.tif,viirs_09000_tochigi_2021-Q4.tif,1486.5915915003957
MH1T9,31000 Tottori,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,Moderate,No,Low,Low,Cfa,sentinel_2_31000_tottori_2024-Q2.tif,viirs_31000_tottori_2024-Q2.tif,1191.6982315667478
5M9J9,13000 Tokyo,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,No,High income,Yes,Yes,Yes,Yes,0.0,High,Yes,Moderate,Low,Cfa,sentinel_2_13000_tokyo_2021-Q3.tif,viirs_13000_tokyo_2021-Q3.tif,2845.262217463398
7DKNN,42000 Nagasaki,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,High,Low,Cfa,sentinel_2_42000_nagasaki_2021-Q3.tif,viirs_42000_nagasaki_2021-Q3.tif,1654.7133046582112
7C3DD,10000 Gunma,2019-Q3,Japan,2019,4070264756531.522,117.6899153350103,Yes,Yes,High income,No,No,Yes,Yes,100.0,High,Yes,Moderate,Low,Cfa,sentinel_2_10000_gunma_2019-Q3.tif,viirs_10000_gunma_2019-Q3.tif,1630.811795131895
JLZFF,31000 Tottori,2023-Q1,Japan,2023,3993446887350.673,137.8618440412342,Yes,No,High income,Yes,Yes,Yes,Yes,500.0,Moderate,Yes,Low,Low,Cfa,sentinel_2_31000_tottori_2023-Q1.tif,viirs_31000_tottori_2023-Q1.tif,1581.2601808133188
TPAC5,03000 Iwate,2021-Q4,Japan,2021,4247588558872.2593,127.389433729792,Yes,No,High income,Yes,Yes,Yes,Yes,450.0,High,Yes,Low,Low,Dfa,sentinel_2_03000_iwate_2021-Q4.tif,viirs_03000_iwate_2021-Q4.tif,1659.3515144750197
9P3JP,27000 Osaka,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,400.0,High,Yes,High,Low,Cfa,sentinel_2_27000_osaka_2020-Q3.tif,viirs_27000_osaka_2020-Q3.tif,2145.2770989598857
UJZA7,04000 Miyagi,2019-Q2,Japan,2019,4070264756531.522,117.3681318135368,Yes,No,High income,Yes,Yes,Yes,Yes,300.0,High,Yes,Moderate,Low,Cfa,sentinel_2_04000_miyagi_2019-Q2.tif,viirs_04000_miyagi_2019-Q2.tif,1990.6842594880525
QLGZU,07000 Fukushima,2023-Q3,Japan,2023,3993446887350.673,140.714328844415,Yes,Yes,High income,Yes,No,Yes,Yes,250.0,High,Yes,Moderate,Low,Cfa,sentinel_2_07000_fukushima_2023-Q3.tif,viirs_07000_fukushima_2023-Q3.tif,1528.7281646102092
X5O31,47000 Okinawa,2023-Q2,Japan,2023,3993446887350.673,139.5056151606663,Yes,No,High income,Yes,Yes,Yes,Yes,1550.0,Moderate,Yes,High,Low,Cfa,sentinel_2_47000_okinawa_2023-Q2.tif,viirs_47000_okinawa_2023-Q2.tif,1909.310824852422
2PNJK,37000 Kagawa,2020-Q2,Japan,2020,4069008481605.98,117.7956988014519,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,No,Moderate,Low,Cfa,sentinel_2_37000_kagawa_2020-Q2.tif,viirs_37000_kagawa_2020-Q2.tif,2386.262551845121
VS4F8,02000 Aomori,2024-Q2,Japan,2024,3928801383782.808,143.9682405014625,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_02000_aomori_2024-Q2.tif,viirs_02000_aomori_2024-Q2.tif,1665.029608460704
RY79K,42000 Nagasaki,2022-Q3,Japan,2022,3880440088794.578,135.9371046973515,Yes,No,High income,Yes,Yes,Yes,Yes,1200.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_42000_nagasaki_2022-Q3.tif,viirs_42000_nagasaki_2022-Q3.tif,2101.6021691998217
RYLLW,37000 Kagawa,2024-Q3,Japan,2024,3928801383782.808,144.403145070865,Yes,No,High income,Yes,Yes,Yes,Yes,540.0,Moderate,No,Moderate,Very Low,Cfa,sentinel_2_37000_kagawa_2024-Q3.tif,viirs_37000_kagawa_2024-Q3.tif,2292.6982082614554
2DG1W,41000 Saga,2019-Q4,Japan,2019,4070264756531.522,117.9406160358257,Yes,No,High income,Yes,Yes,Yes,Yes,900.0,Moderate,Yes,Moderate,Low,Cfa,sentinel_2_41000_saga_2019-Q4.tif,viirs_41000_saga_2019-Q4.tif,1614.2783451824598
ZKLOO,04000 Miyagi,2020-Q1,Japan,2020,4069008481605.98,118.4352913210933,Yes,No,High income,Yes,Yes,Yes,Yes,300.0,High,Yes,Moderate,Low,Cfa,sentinel_2_04000_miyagi_2020-Q1.tif,viirs_04000_miyagi_2020-Q1.tif,1866.9029308947315
WVM4W,20000 Nagano,2024-Q4,Japan,2024,3928801383782.808,144.7279859179582,Yes,Yes,High income,Yes,No,Yes,Yes,180.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_20000_nagano_2024-Q4.tif,viirs_20000_nagano_2024-Q4.tif,1970.054698198615
RXDTG,26000 Kyoto,2021-Q3,Japan,2021,4247588558872.2593,125.4848727349994,Yes,Yes,High income,Yes,No,Yes,Yes,370.0,Moderate,No,Moderate,Very Low,Cfa,sentinel_2_26000_kyoto_2021-Q3.tif,viirs_26000_kyoto_2021-Q3.tif,2196.859537229536
9XPSE,02000 Aomori,2020-Q3,Japan,2020,4069008481605.98,119.1285399053605,Yes,No,High income,Yes,Yes,Yes,Yes,575.0,Moderate,Yes,Low,Very Low,Dfa,sentinel_2_02000_aomori_2020-Q3.tif,viirs_02000_aomori_2020-Q3.tif,1799.443479474542
1VMEF,47000 Okinawa,2022-Q2,Japan,2022,3880440088794.578,134.1731806810651,Yes,No,High income,Yes,Yes,Yes,No,1550.0,Moderate,Yes,High,Very Low,Cfa,sentinel_2_47000_okinawa_2022-Q2.tif,viirs_47000_okinawa_2022-Q2.tif,2032.5665933107173
