geolocation_name,quarter_label,year,deflated_gdp_usd,us_cpi,landlocked,region_economic_classification,access_to_airport,access_to_port,access_to_highway,access_to_railway,straight_distance_to_capital_km,seismic_hazard_zone,flood_risk_class,tropical_cyclone_wind_risk,tornadoes_wind_risk,koppen_climate_zone,sentinel2_tiff_file_name,viirs_tiff_file_name,construction_cost_per_m2_usd
116,4,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,400.0,2,0,2,0,1,sentinel_2_apayao_2021-Q4.tif,viirs_apayao_2021-Q4.tif,225.74127705258903
0,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,770.0,2,1,3,0,0,sentinel_2_dinagat_islands_2019-Q1.tif,viirs_dinagat_islands_2019-Q1.tif,141.5878466177425
41,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2020-Q2.tif,viirs_surigao_del_norte_2020-Q2.tif,189.9120154148534
3,1,2020,291244296180.30774,118.4352913210933,1,1,1,0,1,0,870.0,3,1,2,0,0,sentinel_2_cotabato_2020-Q1.tif,viirs_cotabato_2020-Q1.tif,203.22380616588043
116,2,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,400.0,2,0,2,0,1,sentinel_2_apayao_2021-Q2.tif,viirs_apayao_2021-Q2.tif,186.92066919220065
41,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2019-Q1.tif,viirs_surigao_del_norte_2019-Q1.tif,180.79839067734216
112,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q2.tif,viirs_davao_oriental_2021-Q2.tif,184.0822295822958
117,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2019-Q1.tif,viirs_masbate_2019-Q1.tif,194.6624149606345
41,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2019-Q4.tif,viirs_surigao_del_norte_2019-Q4.tif,137.5495840497659
87,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2021-Q1.tif,viirs_iloilo_2021-Q1.tif,210.34801184312465
87,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2019-Q3.tif,viirs_iloilo_2019-Q3.tif,213.5514089674361
39,4,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,240.0,2,0,2,0,4,sentinel_2_ifugao_2020-Q4.tif,viirs_ifugao_2020-Q4.tif,199.28838946751063
42,3,2019,299682074191.28937,117.6899153350103,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2019-Q3.tif,viirs_benguet_2019-Q3.tif,230.4019816365765
47,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,130.0,2,1,3,0,1,sentinel_2_oriental_mindoro_2019-Q4.tif,viirs_oriental_mindoro_2019-Q4.tif,190.68360006434216
104,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,260.0,2,1,2,0,1,sentinel_2_la_union_2020-Q1.tif,viirs_la_union_2020-Q1.tif,209.8516584910835
65,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2019-Q1.tif,viirs_misamis_occidental_2019-Q1.tif,182.09485579800292
93,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2021-Q1.tif,viirs_negros_occidental_2021-Q1.tif,222.76428246782092
29,4,2019,299682074191.28937,117.9406160358257,0,1,0,1,1,0,790.0,2,1,2,0,0,sentinel_2_lanao_del_norte_2019-Q4.tif,viirs_lanao_del_norte_2019-Q4.tif,279.68914404958286
46,2,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,0,280.0,3,0,1,0,4,sentinel_2_mountain_province_2019-Q2.tif,viirs_mountain_province_2019-Q2.tif,344.9184839511334
97,3,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,340.0,2,1,3,1,2,sentinel_2_ilocos_sur_2020-Q3.tif,viirs_ilocos_sur_2020-Q3.tif,193.112283836631
41,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2021-Q1.tif,viirs_surigao_del_norte_2021-Q1.tif,163.78875009367454
33,2,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,330.0,3,1,2,0,1,sentinel_2_abra_2020-Q2.tif,viirs_abra_2020-Q2.tif,81.44802493131867
112,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q3.tif,viirs_davao_oriental_2021-Q3.tif,215.9414386303944
80,4,2019,299682074191.28937,117.9406160358257,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2019-Q4.tif,viirs_kalinga_2019-Q4.tif,185.2797015492531
84,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2019-Q4.tif,viirs_siquijor_2019-Q4.tif,203.28638723661484
118,1,2021,332183318448.6994,120.6838014481023,1,1,0,0,1,0,18.0,3,1,3,0,1,sentinel_2_rizal_2021-Q1.tif,viirs_rizal_2021-Q1.tif,189.21191810619752
33,2,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,330.0,3,0,2,0,1,sentinel_2_abra_2021-Q2.tif,viirs_abra_2021-Q2.tif,195.90468795351072
49,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,580.0,1,0,1,0,1,sentinel_2_palawan_2019-Q4.tif,viirs_palawan_2019-Q4.tif,435.5491491239459
119,3,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,55.0,2,1,2,0,1,sentinel_2_bataan_2020-Q3.tif,viirs_bataan_2020-Q3.tif,188.31230594596025
43,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,330.0,3,1,4,1,0,sentinel_2_albay_2019-Q1.tif,viirs_albay_2019-Q1.tif,214.36886134150492
30,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,150.0,2,1,2,0,1,sentinel_2_occidental_mindoro_2021-Q2.tif,viirs_occidental_mindoro_2021-Q2.tif,194.2857072649417
75,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q1.tif,viirs_surigao_del_sur_2020-Q1.tif,127.61085475208895
50,4,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,110.0,2,1,3,0,1,sentinel_2_tarlac_2020-Q4.tif,viirs_tarlac_2020-Q4.tif,199.1199201357872
18,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_aklan_2019-Q3.tif,viirs_aklan_2019-Q3.tif,266.17338408176283
82,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_marinduque_2020-Q2.tif,viirs_marinduque_2020-Q2.tif,193.96659661121325
75,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q3.tif,viirs_surigao_del_sur_2020-Q3.tif,152.5196361750095
117,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2020-Q1.tif,viirs_masbate_2020-Q1.tif,275.6760328587068
120,2,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,115.0,2,1,3,0,2,sentinel_2_nueva_ecija_2020-Q2.tif,viirs_nueva_ecija_2020-Q2.tif,184.61760686019483
94,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,220.0,2,1,3,0,1,sentinel_2_camarines_norte_2021-Q2.tif,viirs_camarines_norte_2021-Q2.tif,555.0222511425169
19,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2019-Q2.tif,viirs_davao_del_sur_2019-Q2.tif,196.70020988506587
48,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,780.0,2,0,2,0,0,sentinel_2_camiguin_2019-Q4.tif,viirs_camiguin_2019-Q4.tif,264.2593008649003
107,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,270.0,2,1,3,0,1,sentinel_2_romblon_2021-Q3.tif,viirs_romblon_2021-Q3.tif,208.83028879112968
39,4,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,240.0,2,0,2,0,4,sentinel_2_ifugao_2021-Q4.tif,viirs_ifugao_2021-Q4.tif,106.23424222830208
105,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,470.0,2,0,3,0,1,sentinel_2_guimaras_2021-Q1.tif,viirs_guimaras_2021-Q1.tif,179.26309710504154
112,3,2020,291244296180.30774,119.1285399053605,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2020-Q3.tif,viirs_davao_oriental_2020-Q3.tif,175.00170592726542
87,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,460.0,2,1,3,0,1,sentinel_2_iloilo_2019-Q2.tif,viirs_iloilo_2019-Q2.tif,254.74739433299413
101,2,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,195.0,2,0,2,0,1,sentinel_2_nueva_vizcaya_2021-Q2.tif,viirs_nueva_vizcaya_2021-Q2.tif,193.36616578825567
65,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,780.0,2,1,2,0,0,sentinel_2_misamis_occidental_2020-Q2.tif,viirs_misamis_occidental_2020-Q2.tif,176.6252795672407
65,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,780.0,2,1,1,0,0,sentinel_2_misamis_occidental_2021-Q4.tif,viirs_misamis_occidental_2021-Q4.tif,99.64332413728388
78,3,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2019-Q3.tif,viirs_batangas_2019-Q3.tif,185.6470047127544
93,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,480.0,2,1,2,0,1,sentinel_2_negros_occidental_2020-Q4.tif,viirs_negros_occidental_2020-Q4.tif,181.90050265832076
28,1,2021,332183318448.6994,120.6838014481023,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2021-Q1.tif,viirs_isabela_2021-Q1.tif,222.29563407034263
29,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,790.0,2,1,2,0,0,sentinel_2_lanao_del_norte_2021-Q2.tif,viirs_lanao_del_norte_2021-Q2.tif,166.73121159283025
46,2,2021,332183318448.6994,123.5075473904579,1,1,0,0,1,0,280.0,3,0,2,0,4,sentinel_2_mountain_province_2021-Q2.tif,viirs_mountain_province_2021-Q2.tif,172.00322504567822
121,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,790.0,2,1,2,0,1,sentinel_2_misamis_oriental_2021-Q1.tif,viirs_misamis_oriental_2021-Q1.tif,167.83012413902233
32,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,400.0,2,1,3,0,1,sentinel_2_capiz_2021-Q3.tif,viirs_capiz_2021-Q3.tif,185.00953060941137
95,4,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,33.0,2,1,3,0,1,sentinel_2_cavite_2021-Q4.tif,viirs_cavite_2021-Q4.tif,207.9510763010701
71,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,690.0,2,1,1,0,1,sentinel_2_zamboanga_del_norte_2020-Q2.tif,viirs_zamboanga_del_norte_2020-Q2.tif,203.90959772094487
42,2,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2019-Q2.tif,viirs_benguet_2019-Q2.tif,237.7606405429994
100,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,790.0,2,1,1,0,0,sentinel_2_zamboanga_del_sur_2021-Q3.tif,viirs_zamboanga_del_sur_2021-Q3.tif,262.45747221948506
42,4,2020,291244296180.30774,119.4024762808857,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2020-Q4.tif,viirs_benguet_2020-Q4.tif,245.59259833233995
84,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2020-Q4.tif,viirs_siquijor_2020-Q4.tif,237.58223757311765
119,2,2019,299682074191.28937,117.3681318135368,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2019-Q2.tif,viirs_bataan_2019-Q2.tif,199.65342715224293
34,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,800.0,2,1,2,0,0,sentinel_2_agusan_del_norte_2020-Q1.tif,viirs_agusan_del_norte_2020-Q1.tif,183.8432001425436
41,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,750.0,3,1,3,0,0,sentinel_2_surigao_del_norte_2020-Q4.tif,viirs_surigao_del_norte_2020-Q4.tif,174.46123140769708
82,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,170.0,2,1,2,0,1,sentinel_2_marinduque_2019-Q3.tif,viirs_marinduque_2019-Q3.tif,165.79127866630432
51,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2019-Q3.tif,viirs_cagayan_2019-Q3.tif,201.66200093713093
82,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,170.0,2,1,2,0,1,sentinel_2_marinduque_2019-Q4.tif,viirs_marinduque_2019-Q4.tif,225.9127004552182
63,3,2021,332183318448.6994,125.4848727349994,0,1,0,1,1,0,640.0,2,1,3,0,0,sentinel_2_southern_leyte_2021-Q3.tif,viirs_southern_leyte_2021-Q3.tif,216.9384719812884
71,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q1.tif,viirs_zamboanga_del_norte_2019-Q1.tif,162.77085488811306
109,2,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,570.0,2,1,3,0,0,sentinel_2_biliran_2020-Q2.tif,viirs_biliran_2020-Q2.tif,183.62545663172716
78,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,85.0,3,1,3,0,1,sentinel_2_batangas_2019-Q1.tif,viirs_batangas_2019-Q1.tif,198.47183032318208
19,3,2020,291244296180.30774,119.1285399053605,0,1,1,1,1,0,970.0,3,1,2,0,0,sentinel_2_davao_del_sur_2020-Q3.tif,viirs_davao_del_sur_2020-Q3.tif,523.2387063997826
82,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,170.0,2,0,3,0,1,sentinel_2_marinduque_2021-Q1.tif,viirs_marinduque_2021-Q1.tif,327.64209363436544
90,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,820.0,2,0,2,0,1,sentinel_2_bukidnon_2020-Q1.tif,viirs_bukidnon_2020-Q1.tif,132.91909800413598
49,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,580.0,1,0,2,0,1,sentinel_2_palawan_2020-Q4.tif,viirs_palawan_2020-Q4.tif,259.570037425544
104,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,260.0,2,1,3,0,1,sentinel_2_la_union_2019-Q1.tif,viirs_la_union_2019-Q1.tif,162.14111201822217
89,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,970.0,2,1,3,0,0,sentinel_2_davao_del_norte_2019-Q3.tif,viirs_davao_del_norte_2019-Q3.tif,263.4366925772134
92,4,2020,291244296180.30774,119.4024762808857,0,1,0,0,1,1,57.5,2,1,2,0,1,sentinel_2_laguna_2020-Q4.tif,viirs_laguna_2020-Q4.tif,258.1618364063185
122,1,2019,299682074191.28937,115.9781187205398,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2019-Q1.tif,viirs_sorsogon_2019-Q1.tif,180.87494621003583
85,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,1,260.0,2,1,3,0,1,sentinel_2_camarines_sur_2021-Q4.tif,viirs_camarines_sur_2021-Q4.tif,219.63463114963605
99,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2019-Q4.tif,viirs_eastern_samar_2019-Q4.tif,210.02220913376053
118,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,18.0,3,1,3,0,1,sentinel_2_rizal_2020-Q1.tif,viirs_rizal_2020-Q1.tif,167.94627383603537
116,2,2020,291244296180.30774,117.7956988014519,1,0,0,0,1,0,400.0,2,1,2,0,1,sentinel_2_apayao_2020-Q2.tif,viirs_apayao_2020-Q2.tif,146.0655852156005
114,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,570.0,2,1,2,0,1,sentinel_2_cebu_2019-Q1.tif,viirs_cebu_2019-Q1.tif,228.76249175384
112,4,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q4.tif,viirs_davao_oriental_2021-Q4.tif,197.53785989315813
24,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2021-Q2.tif,viirs_northern_samar_2021-Q2.tif,225.09037295536348
42,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,0,210.0,3,0,3,0,4,sentinel_2_benguet_2020-Q1.tif,viirs_benguet_2020-Q1.tif,270.234846507548
67,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,145.0,3,1,3,0,0,sentinel_2_aurora_2020-Q4.tif,viirs_aurora_2020-Q4.tif,301.3876043704028
113,3,2019,299682074191.28937,117.6899153350103,0,1,0,1,1,0,820.0,2,1,2,0,0,sentinel_2_zamboanga_sibugay_2019-Q3.tif,viirs_zamboanga_sibugay_2019-Q3.tif,158.8427270831735
122,2,2020,291244296180.30774,117.7956988014519,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2020-Q2.tif,viirs_sorsogon_2020-Q2.tif,256.3073247340034
9,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,370.0,2,1,4,0,0,sentinel_2_catanduanes_2021-Q1.tif,viirs_catanduanes_2021-Q1.tif,245.4696037007681
105,4,2021,332183318448.6994,127.389433729792,0,1,0,1,1,0,470.0,2,0,3,0,1,sentinel_2_guimaras_2021-Q4.tif,viirs_guimaras_2021-Q4.tif,213.8558104229018
5,1,2021,332183318448.6994,120.6838014481023,0,1,1,1,1,0,410.0,2,1,2,0,1,sentinel_2_antique_2021-Q1.tif,viirs_antique_2021-Q1.tif,229.75778923438776
71,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q4.tif,viirs_zamboanga_del_norte_2019-Q4.tif,137.22908342671585
122,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,390.0,2,1,3,0,0,sentinel_2_sorsogon_2020-Q4.tif,viirs_sorsogon_2020-Q4.tif,270.196118309937
121,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,790.0,2,1,2,0,1,sentinel_2_misamis_oriental_2021-Q4.tif,viirs_misamis_oriental_2021-Q4.tif,224.77055560087337
79,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_bohol_2019-Q3.tif,viirs_bohol_2019-Q3.tif,186.69157249389627
103,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,950.0,2,1,1,0,0,sentinel_2_sultan_kudarat_2021-Q2.tif,viirs_sultan_kudarat_2021-Q2.tif,187.27508641471707
36,4,2019,299682074191.28937,117.9406160358257,1,1,1,0,1,0,1000.0,2,1,1,0,1,sentinel_2_south_cotabato_2019-Q4.tif,viirs_south_cotabato_2019-Q4.tif,231.0906544949624
84,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,570.0,2,0,2,0,1,sentinel_2_siquijor_2020-Q1.tif,viirs_siquijor_2020-Q1.tif,221.05170931588023
119,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2021-Q1.tif,viirs_bataan_2021-Q1.tif,429.3510030418964
25,1,2019,299682074191.28937,115.9781187205398,1,1,0,0,1,0,265.0,2,0,2,0,1,sentinel_2_quirino_2019-Q1.tif,viirs_quirino_2019-Q1.tif,323.244824538515
51,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2021-Q3.tif,viirs_cagayan_2021-Q3.tif,173.31387386823496
65,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,780.0,2,1,2,0,0,sentinel_2_misamis_occidental_2020-Q1.tif,viirs_misamis_occidental_2020-Q1.tif,178.33900115642456
80,2,2020,291244296180.30774,117.7956988014519,1,1,0,0,1,0,340.0,2,1,2,0,1,sentinel_2_kalinga_2020-Q2.tif,viirs_kalinga_2020-Q2.tif,179.16250532251857
36,3,2020,291244296180.30774,119.1285399053605,1,1,1,0,1,0,1000.0,2,1,1,1,1,sentinel_2_south_cotabato_2020-Q3.tif,viirs_south_cotabato_2020-Q3.tif,195.53889040846536
19,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2019-Q4.tif,viirs_davao_del_sur_2019-Q4.tif,303.2940386950313
75,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2020-Q4.tif,viirs_surigao_del_sur_2020-Q4.tif,118.87302119518286
119,2,2021,332183318448.6994,123.5075473904579,0,1,0,1,1,0,55.0,2,1,3,0,1,sentinel_2_bataan_2021-Q2.tif,viirs_bataan_2021-Q2.tif,227.334844495062
20,2,2019,299682074191.28937,117.3681318135368,1,1,0,0,1,1,30.0,2,1,3,0,1,sentinel_2_bulacan_2019-Q2.tif,viirs_bulacan_2019-Q2.tif,144.36940952893303
52,3,2021,332183318448.6994,125.4848727349994,1,1,0,0,1,0,800.0,2,1,2,0,0,sentinel_2_agusan_del_sur_2021-Q3.tif,viirs_agusan_del_sur_2021-Q3.tif,287.0667342140913
51,2,2021,332183318448.6994,123.5075473904579,0,1,1,1,1,0,350.0,2,1,3,0,1,sentinel_2_cagayan_2021-Q2.tif,viirs_cagayan_2021-Q2.tif,180.61206337048893
64,4,2020,291244296180.30774,119.4024762808857,0,1,0,1,1,0,1050.0,2,1,2,0,0,sentinel_2_davao_occidental_2020-Q4.tif,viirs_davao_occidental_2020-Q4.tif,619.088659172666
112,1,2021,332183318448.6994,120.6838014481023,0,1,0,1,1,0,950.0,2,1,3,0,0,sentinel_2_davao_oriental_2021-Q1.tif,viirs_davao_oriental_2021-Q1.tif,197.49480952522245
108,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,170.0,2,1,3,0,1,sentinel_2_pangasinan_2020-Q2.tif,viirs_pangasinan_2020-Q2.tif,261.4513675102635
71,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2021-Q3.tif,viirs_zamboanga_del_norte_2021-Q3.tif,122.76470657288328
103,1,2019,299682074191.28937,115.9781187205398,0,1,1,1,1,0,950.0,2,1,1,0,0,sentinel_2_sultan_kudarat_2019-Q1.tif,viirs_sultan_kudarat_2019-Q1.tif,219.4308164275953
71,1,2020,291244296180.30774,118.4352913210933,0,1,1,1,1,0,690.0,2,1,1,0,1,sentinel_2_zamboanga_del_norte_2020-Q1.tif,viirs_zamboanga_del_norte_2020-Q1.tif,125.6280963950767
75,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,850.0,3,1,3,0,0,sentinel_2_surigao_del_sur_2021-Q4.tif,viirs_surigao_del_sur_2021-Q4.tif,149.7232191797518
33,3,2020,291244296180.30774,119.1285399053605,1,1,0,0,1,0,330.0,3,1,2,0,1,sentinel_2_abra_2020-Q3.tif,viirs_abra_2020-Q3.tif,176.93558528732072
91,1,2020,291244296180.30774,118.4352913210933,0,2,1,1,1,1,0.0,3,1,3,0,1,sentinel_2_national_capital_region_2020-Q1.tif,viirs_national_capital_region_2020-Q1.tif,244.6326817323947
4,1,2019,299682074191.28937,115.9781187205398,1,1,1,0,1,1,65.0,2,1,2,0,1,sentinel_2_pampanga_2019-Q1.tif,viirs_pampanga_2019-Q1.tif,204.0414887135611
123,2,2020,291244296180.30774,117.7956988014519,0,1,1,1,1,0,660.0,3,0,3,0,3,sentinel_2_batanes_2020-Q2.tif,viirs_batanes_2020-Q2.tif,356.6732267806579
124,1,2020,291244296180.30774,118.4352913210933,1,0,0,0,1,0,820.0,2,0,2,0,0,sentinel_2_lanao_del_sur_2020-Q1.tif,viirs_lanao_del_sur_2020-Q1.tif,178.86056687575655
124,4,2021,332183318448.6994,127.389433729792,1,0,0,0,1,0,820.0,2,1,1,0,0,sentinel_2_lanao_del_sur_2021-Q4.tif,viirs_lanao_del_sur_2021-Q4.tif,167.13905330211827
99,4,2020,291244296180.30774,119.4024762808857,0,1,1,1,1,0,570.0,3,1,4,0,0,sentinel_2_eastern_samar_2020-Q4.tif,viirs_eastern_samar_2020-Q4.tif,250.6208623866516
117,4,2021,332183318448.6994,127.389433729792,0,1,1,1,1,0,370.0,3,1,3,0,1,sentinel_2_masbate_2021-Q4.tif,viirs_masbate_2021-Q4.tif,274.1574721501474
100,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,790.0,2,1,1,0,0,sentinel_2_zamboanga_del_sur_2019-Q2.tif,viirs_zamboanga_del_sur_2019-Q2.tif,144.0228695384859
71,2,2019,299682074191.28937,117.3681318135368,0,1,1,1,1,0,690.0,2,1,2,0,1,sentinel_2_zamboanga_del_norte_2019-Q2.tif,viirs_zamboanga_del_norte_2019-Q2.tif,163.22617256042264
64,2,2019,299682074191.28937,117.3681318135368,0,1,0,0,1,0,1050.0,2,1,1,0,0,sentinel_2_davao_occidental_2019-Q2.tif,viirs_davao_occidental_2019-Q2.tif,189.93193399549537
83,4,2019,299682074191.28937,117.9406160358257,0,1,1,1,1,0,630.0,2,1,2,0,1,sentinel_2_negros_oriental_2019-Q4.tif,viirs_negros_oriental_2019-Q4.tif,191.6024895376735
24,3,2019,299682074191.28937,117.6899153350103,0,1,1,1,1,0,470.0,2,1,3,0,0,sentinel_2_northern_samar_2019-Q3.tif,viirs_northern_samar_2019-Q3.tif,211.3093852389173
28,3,2020,291244296180.30774,119.1285399053605,1,1,1,0,1,0,285.0,2,1,3,0,1,sentinel_2_isabela_2020-Q3.tif,viirs_isabela_2020-Q3.tif,353.2993825028669
19,3,2021,332183318448.6994,125.4848727349994,0,1,1,1,1,0,970.0,3,1,1,0,0,sentinel_2_davao_del_sur_2021-Q3.tif,viirs_davao_del_sur_2021-Q3.tif,234.42634429646705
20,1,2020,291244296180.30774,118.4352913210933,1,1,0,0,1,1,30.0,2,1,2,0,1,sentinel_2_bulacan_2020-Q1.tif,viirs_bulacan_2020-Q1.tif,129.98189880149786
25,4,2021,332183318448.6994,127.389433729792,1,1,0,0,1,0,265.0,2,1,2,0,1,sentinel_2_quirino_2021-Q4.tif,viirs_quirino_2021-Q4.tif,296.63669757092964
